drugA,drugB,meddra,N,type
21600816,21603927,35708154,11,negativo
21601423,21604344,35809054,38,negativo
21604544,21604562,35809327,54,negativo
21603967,21604348,42889647,21,negativo
21600493,21603481,36211303,11,negativo
21602730,21603732,37219897,13,negativo
21601466,21601747,36211492,15,negativo
21600493,21603009,35104074,10,negativo
21602737,21603448,36009711,10,negativo
21600611,21602732,35809054,11,negativo
21602730,21603732,36313476,20,negativo
21601423,21601435,35809121,12,negativo
21603896,21603927,36009901,17,negativo
21602732,21603896,36416514,15,negativo
21602485,21604741,36918858,23,negativo
21600097,21603641,37219820,11,negativo
21600816,21603448,35708208,17,negativo
21600098,21602256,35708154,11,negativo
21603154,21603173,42889636,10,negativo
21600096,21603392,36718132,14,negativo
21604543,21604559,35104883,13,negativo
21602732,21601390,36009894,20,negativo
21604402,21604571,37220005,14,negativo
21603131,21603929,35104877,29,negativo
21603980,21604741,36919230,10,negativo
21603497,21603514,35809327,14,negativo
21602730,21602735,35104304,17,negativo
21601394,21603749,35809330,12,negativo
21602732,21602734,35809327,71,negativo
21602085,21603131,36718338,12,negativo
21602737,21604344,35104883,12,negativo
21603921,21603929,35809329,52,negativo
21600493,21601419,36617295,19,negativo
21600950,21604344,35809054,14,negativo
21603908,21603929,35809104,46,negativo
21601435,21603804,36110642,24,negativo
21601003,43534769,36718132,16,negativo
21604433,21604714,35708208,10,negativo
21604566,21604571,35809327,21,negativo
21602338,21603925,36718315,16,negativo
21602735,21601435,36110642,28,negativo
21600658,21603285,35809139,12,negativo
21600096,21602732,35205345,10,negativo
21603968,21603980,36416487,10,negativo
21603908,21603911,36416534,49,negativo
21600399,21604559,45885570,10,negativo
21601423,21603718,35708202,28,negativo
21603009,21603607,37019358,11,negativo
21602737,21601390,35104074,12,negativo
21602734,21603929,35708202,28,negativo
21601435,21603718,35809059,14,negativo
21601435,21604857,35104877,10,negativo
21602256,21601423,36315261,41,negativo
21602338,21602735,36009897,16,negativo
21600747,21601670,36818646,12,negativo
21601419,21603749,35104883,15,negativo
21604051,21603641,37622529,10,negativo
21601399,21601428,35104341,11,negativo
21602102,21604344,36416595,14,negativo
21602737,21603131,35809054,11,negativo
21603896,21603897,36110888,14,negativo
21600083,21603718,37219907,11,negativo
21601423,21603911,36516959,35,negativo
21602735,21603312,37219810,10,negativo
21603724,21603795,35708465,14,negativo
21601423,21601435,36617295,18,negativo
21603911,21603968,35708208,34,negativo
21603019,21601390,35809054,13,negativo
21600575,21603497,36110597,10,negativo
21604393,21604436,37220005,14,negativo
21600098,21602485,35809243,52,negativo
21604566,21604749,36718321,12,negativo
21603967,21604344,36516959,26,negativo
21601390,21603756,36110589,11,negativo
21602338,21602734,36110642,28,negativo
21602737,21603800,37522220,22,negativo
21604422,21604431,36718175,16,negativo
21603312,21603497,36009700,35,negativo
21604543,21604544,35607287,11,negativo
21601747,21604711,37622446,18,negativo
21601390,21603607,35809054,14,negativo
21603905,21603908,35809327,109,negativo
21601390,21603929,36211532,12,negativo
21600100,21602485,37622465,14,negativo
21604422,21604431,36718220,20,negativo
21601431,21603758,36110878,10,negativo
21603900,21604432,36776613,10,negativo
21604344,21604436,36776613,25,negativo
21601129,21602735,35809327,39,negativo
21604431,21604436,35809054,32,negativo
21601003,21600448,35708093,36,negativo
21602737,21603925,35809054,15,negativo
21602256,21601431,36617310,10,negativo
21600732,21604562,42890557,12,negativo
21602730,21601435,36718418,15,negativo
21600098,21603925,37320192,10,negativo
21601518,21602653,35205029,16,negativo
21602730,21603718,35809310,10,negativo
21602102,21602737,36313605,12,negativo
21602102,21604571,35104877,21,negativo
21600096,21604436,36776613,19,negativo
21601423,21603929,35909612,23,negativo
21601390,21601423,36009895,81,negativo
21603718,21603448,36416595,15,negativo
21603772,21603992,35104871,10,negativo
21602338,21603718,36110642,17,negativo
21603898,21603929,35708093,10,negativo
21602734,21603929,36009756,10,negativo
21602924,21603087,37522220,24,negativo
21604713,21604714,36718321,14,negativo
21602732,21604433,36416500,13,negativo
21602256,21601423,37019456,13,negativo
43534821,21603912,35809104,15,negativo
21604431,21604741,35708202,10,negativo
21601003,21602648,35808952,23,negativo
21601423,21603917,35809054,22,negativo
21602256,21603929,36315261,47,negativo
21602085,21603131,37019318,29,negativo
21602737,21601390,35104109,66,negativo
21603356,21603514,35809243,14,negativo
21603967,21603980,36516837,31,negativo
21602256,21603911,35707660,10,negativo
21601390,21603925,36110642,32,negativo
21602735,21603925,36110888,27,negativo
21603967,21603448,36516959,11,negativo
21604544,21604714,36919236,19,negativo
21603732,21603795,35809327,13,negativo
21603009,21601423,35104877,10,negativo
21602735,21603911,36516802,14,negativo
21601423,21603929,37521157,14,negativo
21601684,21601747,36211496,12,negativo
21601394,21601423,35104877,62,negativo
21600449,21602653,36211555,22,negativo
21604516,21604543,35809327,26,negativo
21600493,21603718,37219863,11,negativo
21604344,21604440,43053854,13,negativo
21602732,21604272,37019318,15,negativo
21603896,21603925,35506628,16,negativo
21601390,21603896,37320212,16,negativo
21604417,21604422,35809327,74,negativo
21602735,21601423,35809101,10,negativo
21601390,21601399,36110597,20,negativo
21601399,21601431,36718132,16,negativo
21603732,21603795,37522220,26,negativo
21600083,21600816,35708156,11,negativo
21600362,21601423,35707763,10,negativo
21602256,21603927,36315380,16,negativo
21600816,21603929,35708154,28,negativo
21601390,21601423,36315381,18,negativo
21604415,21603448,42889647,22,negativo
21601390,21603732,35809353,10,negativo
21601423,21603929,36718001,27,negativo
21604544,21604577,35204970,11,negativo
21603718,21604344,37219863,12,negativo
21604711,21604718,36211492,19,negativo
21600663,21602256,35809005,20,negativo
21602735,21601423,43053808,11,negativo
21602735,21602985,42889495,15,negativo
21604436,21604574,36919059,26,negativo
21604418,21604544,35809310,10,negativo
21602096,21602256,35809005,10,negativo
21600096,21602735,36416606,12,negativo
21604415,21604433,37522220,10,negativo
21602735,45893488,42889567,12,negativo
21600493,21603448,36416600,18,negativo
21602732,21603925,36009894,27,negativo
21602102,21602737,36314160,14,negativo
21602485,21603448,36918858,12,negativo
21604431,21604543,35809079,11,negativo
21600493,21604571,35506628,21,negativo
21603924,21603927,36110874,11,negativo
21603718,21603732,36211181,17,negativo
21604559,21604562,36718418,15,negativo
21603161,21603175,37622529,10,negativo
21602734,21603924,36313240,12,negativo
21603924,21603925,36110874,10,negativo
21603080,21601392,35708093,23,negativo
21604556,21604559,36919059,18,negativo
21601428,21603929,36111004,14,negativo
21600083,21604571,37622449,23,negativo
21601390,21601423,36718500,26,negativo
21602338,21601399,36009894,10,negativo
21601423,21603911,36110709,10,negativo
21603312,21603356,36718132,76,negativo
21603288,21603312,36211303,15,negativo
21604272,21604434,35809327,21,negativo
21603924,21604131,35909437,19,negativo
21603718,21603800,36110597,10,negativo
21601390,21601435,36718537,11,negativo
21603917,21603929,36313836,10,negativo
21604542,21604571,36918912,16,negativo
21604711,21604714,36718301,10,negativo
21602485,21603312,35909449,21,negativo
21601423,21604436,35809207,12,negativo
21602338,21603756,37019321,12,negativo
21603921,21603929,37320205,33,negativo
21600484,21601423,36718301,10,negativo
21601534,21602648,37219867,21,negativo
21602730,21601394,35104691,11,negativo
21604643,21604677,37522220,10,negativo
21604393,21604433,35809243,12,negativo
21602653,21603549,36314117,13,negativo
21602734,21601423,35104243,11,negativo
21602732,21604344,35809054,57,negativo
21601200,21604434,36918937,10,negativo
21603968,21604348,36516812,10,negativo
21601390,21601423,42889495,10,negativo
21604566,21604711,35708139,11,negativo
21604559,21604757,36919046,15,negativo
21602732,21603896,35708202,22,negativo
21604344,21603448,35808914,123,negativo
21602737,21603929,35809059,14,negativo
21603288,21603312,35809131,10,negativo
21603908,21603968,36516954,10,negativo
21600816,21602256,35708156,15,negativo
21600493,21604260,36313176,11,negativo
21602734,21603080,36416600,10,negativo
21600575,21603312,36314117,10,negativo
21603909,21604348,35809054,13,negativo
21601390,21603749,35104103,17,negativo
21601390,21603800,35909624,11,negativo
21604516,21604562,37522220,14,negativo
21604714,21603448,36718440,11,negativo
21601003,21600448,36314117,42,negativo
21602732,21604272,37220005,13,negativo
21602338,21603925,36110234,13,negativo
21604422,21604562,36918942,17,negativo
21603921,21603929,36110552,13,negativo
21604571,21604713,36918858,13,negativo
21601518,21602730,37622529,22,negativo
21602256,21603929,37320158,18,negativo
21602735,21603929,35104868,15,negativo
21600097,21604344,35809054,16,negativo
21603080,21603929,36313524,15,negativo
21604566,21604643,37522220,10,negativo
21604431,21604740,36919230,20,negativo
21600493,21603462,35909571,10,negativo
21601435,21603718,35809054,91,negativo
21602732,21603909,35809054,25,negativo
21603929,21604344,35104074,13,negativo
21601431,21603929,788256,10,negativo
21602338,21603896,37080795,12,negativo
21603851,21603896,36009894,10,negativo
21602737,21601423,36110915,12,negativo
21604348,21604436,36718132,10,negativo
21602735,21601423,36416534,38,negativo
21604417,21604544,36718555,10,negativo
21604305,21604344,36919236,11,negativo
21604422,21604433,35708093,11,negativo
21602734,21601423,37219822,11,negativo
21603967,21603980,35708153,17,negativo
21604434,21604566,36918937,24,negativo
21601129,21601423,36110933,19,negativo
21601390,21603718,35708083,13,negativo
21600096,21604348,35104165,11,negativo
21601428,21601435,37320197,11,negativo
21600096,21604344,37219898,11,negativo
21603732,21603756,35104883,26,negativo
21601431,21603718,37019261,11,negativo
21601423,21603929,36110930,33,negativo
21604051,21603641,36009756,15,negativo
21604757,21603356,35809304,26,negativo
21601428,21601435,37219907,10,negativo
21600493,21604436,35708208,22,negativo
21600429,21601747,37622529,10,negativo
21600965,21601003,37522220,44,negativo
21602338,21603916,43562936,10,negativo
21604544,21604712,36718347,19,negativo
21604394,21604399,42889647,13,negativo
21602485,21603080,36211303,33,negativo
21600663,21603911,35809327,77,negativo
21603448,21605129,35708202,15,negativo
21600493,21602730,35708100,13,negativo
21604436,21604574,36776613,175,negativo
21602730,21603929,36111047,10,negativo
21604258,21603448,35708202,10,negativo
21603082,21603851,35104113,10,negativo
21603967,21603980,35909510,14,negativo
21601390,21603724,36617295,12,negativo
21602730,21603732,36617295,11,negativo
21601435,21603929,36516888,15,negativo
21603925,21603929,35909571,24,negativo
21603161,21603164,36314766,19,negativo
21602085,21603131,35809115,14,negativo
21604422,21604529,36718555,12,negativo
21602896,21604344,37622449,12,negativo
21604544,21604559,36211496,14,negativo
21602921,21604857,35809054,12,negativo
21603896,21603897,36110852,14,negativo
21603613,21605129,42889536,11,negativo
21602730,21603929,36516749,62,negativo
21602732,21603896,36110201,17,negativo
21600493,21601419,35909682,13,negativo
21604544,21604712,37522220,12,negativo
21600663,21603905,36315261,46,negativo
21604393,21604432,35809327,14,negativo
21601518,21601534,37219921,10,negativo
21601423,21603929,36009891,234,negativo
21604415,21603448,36315381,12,negativo
21601423,21603718,36110630,22,negativo
21601390,21603718,36110708,14,negativo
21600816,21600863,37522220,11,negativo
21603103,21603111,35909517,11,negativo
21604431,21604543,36718175,12,negativo
21604431,21604436,36718540,32,negativo
21602732,21603718,36111047,10,negativo
21603718,21603749,35809207,70,negativo
21602102,21602737,35708178,10,negativo
21601394,21601435,35809054,25,negativo
21601534,21601274,35708153,10,negativo
21604542,21604712,35809310,13,negativo
21603967,21603980,37019332,16,negativo
21600513,21604571,35809054,13,negativo
21604344,21604348,37320120,16,negativo
21602102,21603732,35104883,21,negativo
21604418,21604562,36315381,13,negativo
21602732,21601399,36009894,15,negativo
21604344,21604348,35205185,51,negativo
21600096,21603448,35708202,22,negativo
21601392,21603929,35809327,92,negativo
21600083,21604131,35104877,11,negativo
21603103,21603110,36313524,20,negativo
21602085,21603896,36009895,16,negativo
21601423,21603851,37622449,12,negativo
21601423,21603924,36110888,27,negativo
21600663,21603908,35809243,12,negativo
21601161,43534853,42889536,34,negativo
21600816,21601423,35708093,12,negativo
21602338,21603929,36313176,12,negativo
21604434,21604566,36718301,12,negativo
21601423,21603896,42889498,11,negativo
21602732,21602735,35809327,51,negativo
21604422,21604757,35506601,10,negativo
21602256,21603968,36416534,30,negativo
21603392,1588697,36009700,11,negativo
21601390,21601399,35708208,24,negativo
21603718,21603732,37622449,15,negativo
21600303,21601518,36918858,10,negativo
21600399,21604559,35506601,30,negativo
21602256,21603911,35708123,27,negativo
21602102,21603448,36416595,13,negativo
21601399,21603924,36009892,38,negativo
21604422,21604436,36718362,15,negativo
21600663,21602256,35506459,47,negativo
21604544,21604559,36919031,11,negativo
21603362,21603448,36009700,16,negativo
21601390,21601435,35708100,12,negativo
21604711,21603448,35809115,13,negativo
21603980,21604344,35708100,13,negativo
21600098,21604348,37622449,10,negativo
21601390,21601423,36110642,132,negativo
21603911,21603968,36416534,30,negativo
21601390,21603851,35104341,16,negativo
21602256,21603911,35808978,33,negativo
21602732,21603448,36919109,12,negativo
21601394,21603748,35104883,17,negativo
21604272,21604348,37622449,19,negativo
21601435,21603929,35708093,73,negativo
21601518,21604643,36416501,19,negativo
21601423,21605269,35708202,10,negativo
21601003,21600448,36110597,36,negativo
21603718,21603929,35708093,46,negativo
21603164,21603173,42889636,39,negativo
21602737,40253398,37622455,10,negativo
21603312,21603392,37219907,68,negativo
21600664,21602737,35808914,11,negativo
21603929,21604571,36416595,14,negativo
21601129,21601423,37219907,39,negativo
21603312,21603448,36110597,12,negativo
21602734,21601435,42890355,30,negativo
21601423,21601428,35809310,20,negativo
21602096,21601390,35104199,12,negativo
21602338,21603925,35204948,35,negativo
21603748,21603749,36110597,18,negativo
21602735,21601435,36110227,10,negativo
21602730,21601394,36416595,19,negativo
21604543,21604544,36718301,12,negativo
21602085,21603082,36313550,11,negativo
21601390,21603732,35909511,10,negativo
21601423,21604348,36516959,11,negativo
21600575,21603312,37219905,10,negativo
21604529,21604543,36918912,19,negativo
