atc_concept_id,atc_concept_name,atc_concept_code,ndrugreports,atc4_concept_name,atc4_concept_code,atc3_concept_name,atc3_concept_code,atc2_concept_name,atc2_concept_code,atc1_concept_name,atc1_concept_code
21603096,cycloserine; oral,J04AB01,110,Antibiotics,J04AB,DRUGS FOR TREATMENT OF TUBERCULOSIS,J04A,ANTIMYCOBACTERIALS,J04,ANTIINFECTIVES FOR SYSTEMIC USE,J
21603097,rifampicin; systemic,J04AB02,248,Antibiotics,J04AB,DRUGS FOR TREATMENT OF TUBERCULOSIS,J04A,ANTIMYCOBACTERIALS,J04,ANTIINFECTIVES FOR SYSTEMIC USE,J
21603099,rifabutin; oral,J04AB04,57,Antibiotics,J04AB,DRUGS FOR TREATMENT OF TUBERCULOSIS,J04A,ANTIMYCOBACTERIALS,J04,ANTIINFECTIVES FOR SYSTEMIC USE,J
21603100,rifapentine; oral,J04AB05,15,Antibiotics,J04AB,DRUGS FOR TREATMENT OF TUBERCULOSIS,J04A,ANTIMYCOBACTERIALS,J04,ANTIINFECTIVES FOR SYSTEMIC USE,J
21603101,capreomycin; parenteral,J04AB30,55,Antibiotics,J04AB,DRUGS FOR TREATMENT OF TUBERCULOSIS,J04A,ANTIMYCOBACTERIALS,J04,ANTIINFECTIVES FOR SYSTEMIC USE,J
21603103,isoniazid; systemic,J04AC01,718,Hydrazides,J04AC,DRUGS FOR TREATMENT OF TUBERCULOSIS,J04A,ANTIMYCOBACTERIALS,J04,ANTIINFECTIVES FOR SYSTEMIC USE,J
21603108,ethionamide; oral,J04AD03,98,Thiocarbamide derivatives,J04AD,DRUGS FOR TREATMENT OF TUBERCULOSIS,J04A,ANTIMYCOBACTERIALS,J04,ANTIINFECTIVES FOR SYSTEMIC USE,J
21603110,pyrazinamide; oral,J04AK01,547,Other drugs for treatment of tuberculosis,J04AK,DRUGS FOR TREATMENT OF TUBERCULOSIS,J04A,ANTIMYCOBACTERIALS,J04,ANTIINFECTIVES FOR SYSTEMIC USE,J
21603111,ethambutol; systemic,J04AK02,101,Other drugs for treatment of tuberculosis,J04AK,DRUGS FOR TREATMENT OF TUBERCULOSIS,J04A,ANTIMYCOBACTERIALS,J04,ANTIINFECTIVES FOR SYSTEMIC USE,J
21603124,dapsone; oral,J04BA02,175,Drugs for treatment of lepra,J04BA,DRUGS FOR TREATMENT OF LEPRA,J04B,ANTIMYCOBACTERIALS,J04,ANTIINFECTIVES FOR SYSTEMIC USE,J
21603131,aciclovir; systemic,J05AB01,1559,Nucleosides and nucleotides excl. reverse transcriptase inhibitors,J05AB,DIRECT ACTING ANTIVIRALS,J05A,ANTIVIRALS FOR SYSTEMIC USE,J05,ANTIINFECTIVES FOR SYSTEMIC USE,J
21603134,ribavirin,J05AB04,263,,,,,,,,
21603135,ganciclovir; systemic,J05AB06,482,Nucleosides and nucleotides excl. reverse transcriptase inhibitors,J05AB,DIRECT ACTING ANTIVIRALS,J05A,ANTIVIRALS FOR SYSTEMIC USE,J05,ANTIINFECTIVES FOR SYSTEMIC USE,J
21603136,famciclovir; oral,J05AB09,20,Nucleosides and nucleotides excl. reverse transcriptase inhibitors,J05AB,DIRECT ACTING ANTIVIRALS,J05A,ANTIVIRALS FOR SYSTEMIC USE,J05,ANTIINFECTIVES FOR SYSTEMIC USE,J
21603137,valaciclovir; oral,J05AB11,362,Nucleosides and nucleotides excl. reverse transcriptase inhibitors,J05AB,DIRECT ACTING ANTIVIRALS,J05A,ANTIVIRALS FOR SYSTEMIC USE,J05,ANTIINFECTIVES FOR SYSTEMIC USE,J
21603138,cidofovir; parenteral,J05AB12,168,Nucleosides and nucleotides excl. reverse transcriptase inhibitors,J05AB,DIRECT ACTING ANTIVIRALS,J05A,ANTIVIRALS FOR SYSTEMIC USE,J05,ANTIINFECTIVES FOR SYSTEMIC USE,J
21603140,valganciclovir; oral,J05AB14,394,Nucleosides and nucleotides excl. reverse transcriptase inhibitors,J05AB,DIRECT ACTING ANTIVIRALS,J05A,ANTIVIRALS FOR SYSTEMIC USE,J05,ANTIINFECTIVES FOR SYSTEMIC USE,J
21603143,rimantadine; systemic,J05AC02,1,Cyclic amines,J05AC,DIRECT ACTING ANTIVIRALS,J05A,ANTIVIRALS FOR SYSTEMIC USE,J05,ANTIINFECTIVES FOR SYSTEMIC USE,J
21603146,foscarnet; parenteral,J05AD01,127,Phosphonic acid derivatives,J05AD,DIRECT ACTING ANTIVIRALS,J05A,ANTIVIRALS FOR SYSTEMIC USE,J05,ANTIINFECTIVES FOR SYSTEMIC USE,J
21603149,saquinavir; oral,J05AE01,29,Protease inhibitors,J05AE,DIRECT ACTING ANTIVIRALS,J05A,ANTIVIRALS FOR SYSTEMIC USE,J05,ANTIINFECTIVES FOR SYSTEMIC USE,J
21603150,indinavir; oral,J05AE02,39,Protease inhibitors,J05AE,DIRECT ACTING ANTIVIRALS,J05A,ANTIVIRALS FOR SYSTEMIC USE,J05,ANTIINFECTIVES FOR SYSTEMIC USE,J
21603151,ritonavir; oral,J05AE03,597,Protease inhibitors,J05AE,DIRECT ACTING ANTIVIRALS,J05A,ANTIVIRALS FOR SYSTEMIC USE,J05,ANTIINFECTIVES FOR SYSTEMIC USE,J
21603152,nelfinavir; oral,J05AE04,134,Protease inhibitors,J05AE,DIRECT ACTING ANTIVIRALS,J05A,ANTIVIRALS FOR SYSTEMIC USE,J05,ANTIINFECTIVES FOR SYSTEMIC USE,J
21603154,LOPINAVIR,J05AE06,268,,,,,,,,
21603155,fosamprenavir; oral,J05AE07,16,Protease inhibitors,J05AE,DIRECT ACTING ANTIVIRALS,J05A,ANTIVIRALS FOR SYSTEMIC USE,J05,ANTIINFECTIVES FOR SYSTEMIC USE,J
21603156,atazanavir; oral,J05AE08,306,Protease inhibitors,J05AE,DIRECT ACTING ANTIVIRALS,J05A,ANTIVIRALS FOR SYSTEMIC USE,J05,ANTIINFECTIVES FOR SYSTEMIC USE,J
21603157,tipranavir; oral,J05AE09,32,Protease inhibitors,J05AE,DIRECT ACTING ANTIVIRALS,J05A,ANTIVIRALS FOR SYSTEMIC USE,J05,ANTIINFECTIVES FOR SYSTEMIC USE,J
21603158,darunavir; oral,J05AE10,244,Protease inhibitors,J05AE,DIRECT ACTING ANTIVIRALS,J05A,ANTIVIRALS FOR SYSTEMIC USE,J05,ANTIINFECTIVES FOR SYSTEMIC USE,J
21603160,zidovudine; systemic,J05AF01,900,Nucleoside and nucleotide reverse transcriptase inhibitors,J05AF,DIRECT ACTING ANTIVIRALS,J05A,ANTIVIRALS FOR SYSTEMIC USE,J05,ANTIINFECTIVES FOR SYSTEMIC USE,J
21603161,didanosine; oral,J05AF02,316,Nucleoside and nucleotide reverse transcriptase inhibitors,J05AF,DIRECT ACTING ANTIVIRALS,J05A,ANTIVIRALS FOR SYSTEMIC USE,J05,ANTIINFECTIVES FOR SYSTEMIC USE,J
21603163,stavudine; oral,J05AF04,365,Nucleoside and nucleotide reverse transcriptase inhibitors,J05AF,DIRECT ACTING ANTIVIRALS,J05A,ANTIVIRALS FOR SYSTEMIC USE,J05,ANTIINFECTIVES FOR SYSTEMIC USE,J
21603164,lamivudine; oral,J05AF05,930,Nucleoside and nucleotide reverse transcriptase inhibitors,J05AF,DIRECT ACTING ANTIVIRALS,J05A,ANTIVIRALS FOR SYSTEMIC USE,J05,ANTIINFECTIVES FOR SYSTEMIC USE,J
21603165,abacavir; oral,J05AF06,280,Nucleoside and nucleotide reverse transcriptase inhibitors,J05AF,DIRECT ACTING ANTIVIRALS,J05A,ANTIVIRALS FOR SYSTEMIC USE,J05,ANTIINFECTIVES FOR SYSTEMIC USE,J
21603166,tenofovir disoproxil; oral,J05AF07,228,Nucleoside and nucleotide reverse transcriptase inhibitors,J05AF,DIRECT ACTING ANTIVIRALS,J05A,ANTIVIRALS FOR SYSTEMIC USE,J05,ANTIINFECTIVES FOR SYSTEMIC USE,J
21603167,adefovir dipivoxil; oral,J05AF08,19,Nucleoside and nucleotide reverse transcriptase inhibitors,J05AF,DIRECT ACTING ANTIVIRALS,J05A,ANTIVIRALS FOR SYSTEMIC USE,J05,ANTIINFECTIVES FOR SYSTEMIC USE,J
21603168,emtricitabine; oral,J05AF09,89,Nucleoside and nucleotide reverse transcriptase inhibitors,J05AF,DIRECT ACTING ANTIVIRALS,J05A,ANTIVIRALS FOR SYSTEMIC USE,J05,ANTIINFECTIVES FOR SYSTEMIC USE,J
21603169,entecavir; oral,J05AF10,72,Nucleoside and nucleotide reverse transcriptase inhibitors,J05AF,DIRECT ACTING ANTIVIRALS,J05A,ANTIVIRALS FOR SYSTEMIC USE,J05,ANTIINFECTIVES FOR SYSTEMIC USE,J
21603173,nevirapine; oral,J05AG01,479,Non-nucleoside reverse transcriptase inhibitors,J05AG,DIRECT ACTING ANTIVIRALS,J05A,ANTIVIRALS FOR SYSTEMIC USE,J05,ANTIINFECTIVES FOR SYSTEMIC USE,J
21603174,delavirdine; oral,J05AG02,2,Non-nucleoside reverse transcriptase inhibitors,J05AG,DIRECT ACTING ANTIVIRALS,J05A,ANTIVIRALS FOR SYSTEMIC USE,J05,ANTIINFECTIVES FOR SYSTEMIC USE,J
21603175,efavirenz; oral,J05AG03,331,Non-nucleoside reverse transcriptase inhibitors,J05AG,DIRECT ACTING ANTIVIRALS,J05A,ANTIVIRALS FOR SYSTEMIC USE,J05,ANTIINFECTIVES FOR SYSTEMIC USE,J
21603176,etravirine; oral,J05AG04,62,Non-nucleoside reverse transcriptase inhibitors,J05AG,DIRECT ACTING ANTIVIRALS,J05A,ANTIVIRALS FOR SYSTEMIC USE,J05,ANTIINFECTIVES FOR SYSTEMIC USE,J
21603178,zanamivir; inhalant,J05AH01,664,Neuraminidase inhibitors,J05AH,DIRECT ACTING ANTIVIRALS,J05A,ANTIVIRALS FOR SYSTEMIC USE,J05,ANTIINFECTIVES FOR SYSTEMIC USE,J
21603179,oseltamivir; oral,J05AH02,2240,Neuraminidase inhibitors,J05AH,DIRECT ACTING ANTIVIRALS,J05A,ANTIVIRALS FOR SYSTEMIC USE,J05,ANTIINFECTIVES FOR SYSTEMIC USE,J
21603181,zidovudine and lamivudine; systemic,J05AR01,278,"Antivirals for treatment of HIV infections, combinations",J05AR,DIRECT ACTING ANTIVIRALS,J05A,ANTIVIRALS FOR SYSTEMIC USE,J05,ANTIINFECTIVES FOR SYSTEMIC USE,J
21603182,lamivudine and abacavir; systemic,J05AR02,56,"Antivirals for treatment of HIV infections, combinations",J05AR,DIRECT ACTING ANTIVIRALS,J05A,ANTIVIRALS FOR SYSTEMIC USE,J05,ANTIINFECTIVES FOR SYSTEMIC USE,J
21603193,enfuvirtide; parenteral,J05AX07,39,Other antivirals,J05AX,DIRECT ACTING ANTIVIRALS,J05A,ANTIVIRALS FOR SYSTEMIC USE,J05,ANTIINFECTIVES FOR SYSTEMIC USE,J
21603194,raltegravir; oral,J05AX08,252,Other antivirals,J05AX,DIRECT ACTING ANTIVIRALS,J05A,ANTIVIRALS FOR SYSTEMIC USE,J05,ANTIINFECTIVES FOR SYSTEMIC USE,J
21603195,maraviroc; oral,J05AX09,21,Other antivirals,J05AX,DIRECT ACTING ANTIVIRALS,J05A,ANTIVIRALS FOR SYSTEMIC USE,J05,ANTIINFECTIVES FOR SYSTEMIC USE,J
21603201,"mupirocin; inhalant, nasal",R01AX06,106,Other nasal preparations,R01AX,DECONGESTANTS AND OTHER NASAL PREPARATIONS FOR TOPICAL USE,R01A,NASAL PREPARATIONS,R01,RESPIRATORY SYSTEM,R
21603210,pseudoephedrine; oral,R01BA02,306,Sympathomimetics,R01BA,NASAL DECONGESTANTS FOR SYSTEMIC USE,R01B,NASAL PREPARATIONS,R01,RESPIRATORY SYSTEM,R
21603213,"pseudoephedrine, combinations; oral",R01BA52,2,Sympathomimetics,R01BA,NASAL DECONGESTANTS FOR SYSTEMIC USE,R01B,NASAL PREPARATIONS,R01,RESPIRATORY SYSTEM,R
21603242,benzocaine; oral,R02AD01,48,"Anesthetics, local",R02AD,THROAT PREPARATIONS,R02A,THROAT PREPARATIONS,R02,RESPIRATORY SYSTEM,R
21603247,flurbiprofen; oral,R02AX01,27,Other throat preparations,R02AX,THROAT PREPARATIONS,R02A,THROAT PREPARATIONS,R02,RESPIRATORY SYSTEM,R
21603256,salbutamol; inhalant,R03AC02,486,Selective beta-2-adrenoreceptor agonists,R03AC,"ADRENERGICS, INHALANTS",R03A,DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,R03,RESPIRATORY SYSTEM,R
21603266,salmeterol; inhalant,R03AC12,160,Selective beta-2-adrenoreceptor agonists,R03AC,"ADRENERGICS, INHALANTS",R03A,DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,R03,RESPIRATORY SYSTEM,R
21603267,formoterol; inhalant,R03AC13,5,Selective beta-2-adrenoreceptor agonists,R03AC,"ADRENERGICS, INHALANTS",R03A,DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,R03,RESPIRATORY SYSTEM,R
21603285,budesonide; inhalant,R03BA02,1621,Glucocorticoids,R03BA,"OTHER DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES, INHALANTS",R03B,DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,R03,RESPIRATORY SYSTEM,R
21603288,fluticasone; inhalant,R03BA05,2310,Glucocorticoids,R03BA,"OTHER DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES, INHALANTS",R03B,DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,R03,RESPIRATORY SYSTEM,R
21603290,mometasone; inhalant,R03BA07,211,Glucocorticoids,R03BA,"OTHER DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES, INHALANTS",R03B,DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,R03,RESPIRATORY SYSTEM,R
21603296,tiotropium bromide; inhalant,R03BB04,157,Anticholinergics,R03BB,"OTHER DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES, INHALANTS",R03B,DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,R03,RESPIRATORY SYSTEM,R
21603312,salbutamol; systemic,R03CC02,4189,Selective beta-2-adrenoreceptor agonists,R03CC,ADRENERGICS FOR SYSTEMIC USE,R03C,DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,R03,RESPIRATORY SYSTEM,R
21603313,terbutaline; systemic,R03CC03,68,Selective beta-2-adrenoreceptor agonists,R03CC,ADRENERGICS FOR SYSTEMIC USE,R03C,DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,R03,RESPIRATORY SYSTEM,R
21603332,"theophylline; systemic, rectal",R03DA04,195,Xanthines,R03DA,OTHER SYSTEMIC DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,R03D,DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,R03,RESPIRATORY SYSTEM,R
21603333,"aminophylline; systemic, rectal",R03DA05,78,Xanthines,R03DA,OTHER SYSTEMIC DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,R03D,DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,R03,RESPIRATORY SYSTEM,R
21603354,zafirlukast; oral,R03DC01,22,Leukotriene receptor antagonists,R03DC,OTHER SYSTEMIC DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,R03D,DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,R03,RESPIRATORY SYSTEM,R
21603356,montelukast; oral,R03DC03,7013,Leukotriene receptor antagonists,R03DC,OTHER SYSTEMIC DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,R03D,DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,R03,RESPIRATORY SYSTEM,R
21603362,omalizumab; parenteral,R03DX05,1685,Other systemic drugs for obstructive airway diseases,R03DX,OTHER SYSTEMIC DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,R03D,DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,R03,RESPIRATORY SYSTEM,R
21603364,roflumilast; oral,R03DX07,1,Other systemic drugs for obstructive airway diseases,R03DX,OTHER SYSTEMIC DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,R03D,DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,R03,RESPIRATORY SYSTEM,R
21603370,guaifenesin; systemic,R05CA03,321,Expectorants,R05CA,"EXPECTORANTS, EXCL. COMBINATIONS WITH COUGH SUPPRESSANTS",R05C,COUGH AND COLD PREPARATIONS,R05,RESPIRATORY SYSTEM,R
21603391,tiopronin,R05CB12,34,,,,,,,,
21603392,dornase alfa (desoxyribonuclease); inhalant,R05CB13,2460,Mucolytics,R05CB,"EXPECTORANTS, EXCL. COMBINATIONS WITH COUGH SUPPRESSANTS",R05C,COUGH AND COLD PREPARATIONS,R05,RESPIRATORY SYSTEM,R
21603399,codeine; oral,R05DA04,68,Opium alkaloids and derivatives,R05DA,"COUGH SUPPRESSANTS, EXCL. COMBINATIONS WITH EXPECTORANTS",R05D,COUGH AND COLD PREPARATIONS,R05,RESPIRATORY SYSTEM,R
21603404,dextromethorphan; oral,R05DA09,893,Opium alkaloids and derivatives,R05DA,"COUGH SUPPRESSANTS, EXCL. COMBINATIONS WITH EXPECTORANTS",R05D,COUGH AND COLD PREPARATIONS,R05,RESPIRATORY SYSTEM,R
21603410,benzonatate; oral,R05DB01,87,Other cough suppressants,R05DB,"COUGH SUPPRESSANTS, EXCL. COMBINATIONS WITH EXPECTORANTS",R05D,COUGH AND COLD PREPARATIONS,R05,RESPIRATORY SYSTEM,R
21603448,"diphenhydramine; oral, rectal",R06AA02,4052,Aminoalkyl ethers,R06AA,ANTIHISTAMINES FOR SYSTEMIC USE,R06A,ANTIHISTAMINES FOR SYSTEMIC USE,R06,RESPIRATORY SYSTEM,R
21603452,carbinoxamine; oral,R06AA08,11,Aminoalkyl ethers,R06AA,ANTIHISTAMINES FOR SYSTEMIC USE,R06A,ANTIHISTAMINES FOR SYSTEMIC USE,R06,RESPIRATORY SYSTEM,R
21603453,doxylamine; oral,R06AA09,42,Aminoalkyl ethers,R06AA,ANTIHISTAMINES FOR SYSTEMIC USE,R06A,ANTIHISTAMINES FOR SYSTEMIC USE,R06,RESPIRATORY SYSTEM,R
21603460,dexchlorpheniramine; systemic,R06AB02,23,Substituted alkylamines,R06AB,ANTIHISTAMINES FOR SYSTEMIC USE,R06A,ANTIHISTAMINES FOR SYSTEMIC USE,R06,RESPIRATORY SYSTEM,R
21603462,chlorphenamine; systemic,R06AB04,235,Substituted alkylamines,R06AB,ANTIHISTAMINES FOR SYSTEMIC USE,R06A,ANTIHISTAMINES FOR SYSTEMIC USE,R06,RESPIRATORY SYSTEM,R
21603481,"promethazine; systemic, rectal",R06AD02,383,Phenothiazine derivatives,R06AD,ANTIHISTAMINES FOR SYSTEMIC USE,R06A,ANTIHISTAMINES FOR SYSTEMIC USE,R06,RESPIRATORY SYSTEM,R
21603493,"cyclizine; systemic, rectal",R06AE03,1,Piperazine derivatives,R06AE,ANTIHISTAMINES FOR SYSTEMIC USE,R06A,ANTIHISTAMINES FOR SYSTEMIC USE,R06,RESPIRATORY SYSTEM,R
21603495,"meclozine; oral, rectal",R06AE05,122,Piperazine derivatives,R06AE,ANTIHISTAMINES FOR SYSTEMIC USE,R06A,ANTIHISTAMINES FOR SYSTEMIC USE,R06,RESPIRATORY SYSTEM,R
21603497,cetirizine; oral,R06AE07,5530,Piperazine derivatives,R06AE,ANTIHISTAMINES FOR SYSTEMIC USE,R06A,ANTIHISTAMINES FOR SYSTEMIC USE,R06,RESPIRATORY SYSTEM,R
21603498,levocetirizine; oral,R06AE09,341,Piperazine derivatives,R06AE,ANTIHISTAMINES FOR SYSTEMIC USE,R06A,ANTIHISTAMINES FOR SYSTEMIC USE,R06,RESPIRATORY SYSTEM,R
21603505,cyproheptadine; oral,R06AX02,455,Other antihistamines for systemic use,R06AX,ANTIHISTAMINES FOR SYSTEMIC USE,R06A,ANTIHISTAMINES FOR SYSTEMIC USE,R06,RESPIRATORY SYSTEM,R
21603514,loratadine; oral,R06AX13,3957,Other antihistamines for systemic use,R06AX,ANTIHISTAMINES FOR SYSTEMIC USE,R06A,ANTIHISTAMINES FOR SYSTEMIC USE,R06,RESPIRATORY SYSTEM,R
21603525,fexofenadine; oral,R06AX26,582,Other antihistamines for systemic use,R06AX,ANTIHISTAMINES FOR SYSTEMIC USE,R06A,ANTIHISTAMINES FOR SYSTEMIC USE,R06,RESPIRATORY SYSTEM,R
21603526,desloratadine; oral,R06AX27,385,Other antihistamines for systemic use,R06AX,ANTIHISTAMINES FOR SYSTEMIC USE,R06A,ANTIHISTAMINES FOR SYSTEMIC USE,R06,RESPIRATORY SYSTEM,R
21603534,natural phospholipids; instillation solution,R07AA02,75,Lung surfactants,R07AA,OTHER RESPIRATORY SYSTEM PRODUCTS,R07A,OTHER RESPIRATORY SYSTEM PRODUCTS,R07,RESPIRATORY SYSTEM,R
21603537,doxapram; parenteral,R07AB01,2,Respiratory stimulants,R07AB,OTHER RESPIRATORY SYSTEM PRODUCTS,R07A,OTHER RESPIRATORY SYSTEM PRODUCTS,R07,RESPIRATORY SYSTEM,R
21603549,nitric oxide,R07AX01,704,Other respiratory system products,R07AX,OTHER RESPIRATORY SYSTEM PRODUCTS,R07A,OTHER RESPIRATORY SYSTEM PRODUCTS,R07,RESPIRATORY SYSTEM,R
21603578,combinations of different antibiotics; ophthalmic,S01AA30,1,Antibiotics,S01AA,ANTIINFECTIVES,S01A,OPHTHALMOLOGICALS,S01,SENSORY ORGANS,S
21603587,trifluridine; ophthalmic,S01AD02,2,Antivirals,S01AD,ANTIINFECTIVES,S01A,OPHTHALMOLOGICALS,S01,SENSORY ORGANS,S
21603605,OFLOXACIN,S01AX11,130,,,,,,,,
21603607,CIPROFLOXACIN,S01AX13,1401,,,,,,,,
21603613,LEVOFLOXACIN,S01AX19,637,,,,,,,,
21603614,GATIFLOXACIN,S01AX21,19,,,,,,,,
21603615,MOXIFLOXACIN,S01AX22,195,,,,,,,,
21603618,dexamethasone; ophthalmic,S01BA01,210,"Corticosteroids, plain",S01BA,ANTIINFLAMMATORY AGENTS,S01B,OPHTHALMOLOGICALS,S01,SENSORY ORGANS,S
21603621,prednisolone; ophthalmic,S01BA04,97,"Corticosteroids, plain",S01BA,ANTIINFLAMMATORY AGENTS,S01B,OPHTHALMOLOGICALS,S01,SENSORY ORGANS,S
21603624,fluorometholone; ophthalmic,S01BA07,39,"Corticosteroids, plain",S01BA,ANTIINFLAMMATORY AGENTS,S01B,OPHTHALMOLOGICALS,S01,SENSORY ORGANS,S
21603630,rimexolone; ophthalmic,S01BA13,17,"Corticosteroids, plain",S01BA,ANTIINFLAMMATORY AGENTS,S01B,OPHTHALMOLOGICALS,S01,SENSORY ORGANS,S
21603631,loteprednol; ophthalmic,S01BA14,29,"Corticosteroids, plain",S01BA,ANTIINFLAMMATORY AGENTS,S01B,OPHTHALMOLOGICALS,S01,SENSORY ORGANS,S
21603641,diclofenac; ophthalmic,S01BC03,1046,"Antiinflammatory agents, non-steroids",S01BC,ANTIINFLAMMATORY AGENTS,S01B,OPHTHALMOLOGICALS,S01,SENSORY ORGANS,S
21603643,ketorolac; ophthalmic,S01BC05,58,"Antiinflammatory agents, non-steroids",S01BC,ANTIINFLAMMATORY AGENTS,S01B,OPHTHALMOLOGICALS,S01,SENSORY ORGANS,S
21603648,nepafenac; ophthalmic,S01BC10,16,"Antiinflammatory agents, non-steroids",S01BC,ANTIINFLAMMATORY AGENTS,S01B,OPHTHALMOLOGICALS,S01,SENSORY ORGANS,S
21603649,bromfenac; ophthalmic,S01BC11,8,"Antiinflammatory agents, non-steroids",S01BC,ANTIINFLAMMATORY AGENTS,S01B,OPHTHALMOLOGICALS,S01,SENSORY ORGANS,S
21603675,apraclonidine; ophthalmic,S01EA03,12,Sympathomimetics in glaucoma therapy,S01EA,ANTIGLAUCOMA PREPARATIONS AND MIOTICS,S01E,OPHTHALMOLOGICALS,S01,SENSORY ORGANS,S
21603677,brimonidine; ophthalmic,S01EA05,43,Sympathomimetics in glaucoma therapy,S01EA,ANTIGLAUCOMA PREPARATIONS AND MIOTICS,S01E,OPHTHALMOLOGICALS,S01,SENSORY ORGANS,S
21603680,"pilocarpine; ointment, ophthalmic",S01EB01,3,Parasympathomimetics,S01EB,ANTIGLAUCOMA PREPARATIONS AND MIOTICS,S01E,OPHTHALMOLOGICALS,S01,SENSORY ORGANS,S
21603682,ecothiopate; ophthalmic,S01EB03,8,Parasympathomimetics,S01EB,ANTIGLAUCOMA PREPARATIONS AND MIOTICS,S01E,OPHTHALMOLOGICALS,S01,SENSORY ORGANS,S
21603693,acetazolamide; systemic,S01EC01,210,Carbonic anhydrase inhibitors,S01EC,ANTIGLAUCOMA PREPARATIONS AND MIOTICS,S01E,OPHTHALMOLOGICALS,S01,SENSORY ORGANS,S
21603694,diclofenamide; oral,S01EC02,23,Carbonic anhydrase inhibitors,S01EC,ANTIGLAUCOMA PREPARATIONS AND MIOTICS,S01E,OPHTHALMOLOGICALS,S01,SENSORY ORGANS,S
21603695,dorzolamide; ophthalmic,S01EC03,35,Carbonic anhydrase inhibitors,S01EC,ANTIGLAUCOMA PREPARATIONS AND MIOTICS,S01E,OPHTHALMOLOGICALS,S01,SENSORY ORGANS,S
21603696,brinzolamide; ophthalmic,S01EC04,39,Carbonic anhydrase inhibitors,S01EC,ANTIGLAUCOMA PREPARATIONS AND MIOTICS,S01E,OPHTHALMOLOGICALS,S01,SENSORY ORGANS,S
21603697,methazolamide; oral,S01EC05,3,Carbonic anhydrase inhibitors,S01EC,ANTIGLAUCOMA PREPARATIONS AND MIOTICS,S01E,OPHTHALMOLOGICALS,S01,SENSORY ORGANS,S
21603699,timolol; ophthalmic,S01ED01,20,Beta blocking agents,S01ED,ANTIGLAUCOMA PREPARATIONS AND MIOTICS,S01E,OPHTHALMOLOGICALS,S01,SENSORY ORGANS,S
21603700,betaxolol; ophthalmic,S01ED02,12,Beta blocking agents,S01ED,ANTIGLAUCOMA PREPARATIONS AND MIOTICS,S01E,OPHTHALMOLOGICALS,S01,SENSORY ORGANS,S
21603703,carteolol; ophthalmic,S01ED05,3,Beta blocking agents,S01ED,ANTIGLAUCOMA PREPARATIONS AND MIOTICS,S01E,OPHTHALMOLOGICALS,S01,SENSORY ORGANS,S
21603710,latanoprost; ophthalmic,S01EE01,77,Prostaglandin analogues,S01EE,ANTIGLAUCOMA PREPARATIONS AND MIOTICS,S01E,OPHTHALMOLOGICALS,S01,SENSORY ORGANS,S
21603712,bimatoprost; ophthalmic,S01EE03,23,Prostaglandin analogues,S01EE,ANTIGLAUCOMA PREPARATIONS AND MIOTICS,S01E,OPHTHALMOLOGICALS,S01,SENSORY ORGANS,S
21603713,travoprost; ophthalmic,S01EE04,13,Prostaglandin analogues,S01EE,ANTIGLAUCOMA PREPARATIONS AND MIOTICS,S01E,OPHTHALMOLOGICALS,S01,SENSORY ORGANS,S
21603714,tafluprost; ophthalmic,S01EE05,2,Prostaglandin analogues,S01EE,ANTIGLAUCOMA PREPARATIONS AND MIOTICS,S01E,OPHTHALMOLOGICALS,S01,SENSORY ORGANS,S
21603718,etoposide,L01CB01,4684,Podophyllotoxin derivatives,L01CB,PLANT ALKALOIDS AND OTHER NATURAL PRODUCTS,L01C,ANTINEOPLASTIC AGENTS,L01,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L
21603719,teniposide,L01CB02,54,Podophyllotoxin derivatives,L01CB,PLANT ALKALOIDS AND OTHER NATURAL PRODUCTS,L01C,ANTINEOPLASTIC AGENTS,L01,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L
