triplet_id,drugA,drugB,meddra,type,N,model_success,n_coadmin,n_events,n_stages_significant,max_ior,mean_ior,model_aic,stage,log_ior,log_ior_lower90,ior_values,classic_success,log_ior_classic,log_ior_classic_lower90,ior_classic
1406,21604559,21604571,36918858,negative,24,TRUE,253,5116,2,4.4215130476828,2.16727476146244,49451.9657838672,"1,2,3,4,5,6,7","-0.434696520279517,0.161114618069545,0.726815521179817,1.20496759791651,1.48648195599228,1.10844933550745,-0.708588306114013","-6.74296215761262,-4.29204609962496,-2.33124868635062,-0.671056058456151,0.628236316827187,0.587317314547311,-1.63701460877595","0.647461128587812,1.17481961665371,2.06848306786712,3.33665096187279,4.4215130476828,3.02965676887978,0.492338738693063",TRUE,|||-Inf|1.15427875782745|1.53663630256545|-1.28193867177271,|||-Inf|-0.195783334654918|1.00666661843961|-2.30021435991457,|||0|3.17173500333184|4.64892635975844|0.277498799543963
1407,21601129,21601518,35104884,negative,12,TRUE,78,35,2,938.054480584074,141.552598894179,417.156445217875,"1,2,3,4,5,6,7","6.84380802896569,3.8951999926745,1.19602103133386,-1.20274067403122,-3.3518409311065,-5.33942241732022,-7.25643985688879","5.89193496952897,0.315881069919978,-5.78269824010637,-11.627785549947,-17.3474325858166,-23.1241566820211,-29.1275074129862","938.054480584074,49.1658851963784,3.3069325290725,0.30036986690373,0.035019825636482,0.00479864152226261,0.000705615661941597",TRUE,Inf||||||,||||||,Inf||||||
1408,21600493,21602737,36313524,negative,18,TRUE,341,1975,0,2.29251542206922,1.56879883355626,23076.5230973767,"1,2,3,4,5,6,7","-0.00742969470454469,0.13419867923379,0.275499639290036,0.414527249652203,0.550224218967297,0.687316844654308,0.829649652309812","-0.507441201612467,-0.265092546907717,-0.117976692876383,-0.0449925992815405,-0.0120422863363965,-0.00874324593659048,-0.0359437119914777","0.992597837250289,1.14362001062229,1.31718862967567,1.51365499059658,1.73364168964129,1.9883732550385,2.29251542206922",TRUE,|-Inf|0.712755588332598|1.21078876854192|0.118521040969234|-0.0544558456573635|1.37384469587231,|-Inf|-1.35912815968402|0.0962423818845832|-0.860531548293959|-1.88536675685082|-0.0818968534355038,|0|2.03960383064516|3.35613081921807|1.125830562419|0.947000322111399|3.95051004491616
1409,21601431,21603929,35708154,negative,16,TRUE,661,5600,4,4.33115234142613,3.05973461498895,53380.3547920356,"1,2,3,4,5,6,7","1.45535900272609,1.4658336362678,1.41546247134175,1.20273441136709,0.887298699679259,0.554791956057416,0.16824830135422","-0.288938834912891,0.126342147367435,0.294825724922849,0.336643552621291,0.163240343686556,-0.33287914988226,-1.20246790393648","4.28602188297766,4.33115234142613,4.11839066327686,3.32920791177757,2.42856051138626,1.74157862219883,1.18323037187934",TRUE,|-Inf|Inf|1.68624831141054|1.26406696993509|1.99494216435925|-Inf,|-Inf||0.127860089780028|-0.649963130428503|0.207219802512117|-Inf,|0|Inf|5.39918659360586|3.5397884657949|7.35177782081397|0
1410,21601390,21603925,36776613,negative,18,TRUE,552,4277,2,3.80245712476132,2.00967132618949,43202.8046444592,"1,2,3,4,5,6,7","-0.345552055547448,0.305568977446068,0.925781969583388,1.33564746954831,1.18602520269535,0.529179377036813,-0.350133314017462","-4.48005202998805,-2.17175497032811,-0.161671350889977,0.5634967534876,0.460829411849478,-0.32435512861949,-2.49334213943454","0.7078294843935,1.35739711167109,2.52384105586357,3.80245712476132,3.27404165781075,1.69753869764599,0.704594151180216",TRUE,|-Inf|-Inf|2.08807070771275|0.788984547214477|0.982622453102753|-Inf,|-Inf|-Inf|1.03791091285906|0.0113438972993646|-0.178948659667324|-Inf,|0|0|8.06933203687286|2.20116011684276|2.67145282356204|0
1411,21600604,21604272,37622449,negative,11,TRUE,34,3111,5,11.2523875445816,7.3649639511049,33493.409670431,"1,2,3,4,5,6,7","1.73632000710708,2.11718584020707,2.35721875162312,2.42058033231867,2.16743619673598,1.56905006180334,0.796939518009354","-0.0289500416047694,0.811397574711382,1.04402719124273,1.03566111252223,0.942080060845732,0.451080948008111,-1.08761868582476","5.67641576979239,8.30772529381889,10.5615363102666,11.2523875445816,8.73585828342873,4.80208434308924,2.21874011275676",TRUE,|3.52708006414193||2.64045875524177|2.1157153404968|1.68426893544637|-Inf,|1.08591938328284||-0.0317977675974586|0.347801165720379|0.291454773687833|-Inf,|34.0244731475187||14.0196337131522|8.29551776396563|5.38851014327679|0
1412,21602338,21603897,35809054,negative,17,TRUE,209,10425,0,1.00081967267591,0.991229448666263,86611.8098435026,"1,2,3,4,5,6,7","0.000819336927722958,-0.00238682002263468,-0.0056140066501964,-0.00887930544995008,-0.0121226847028235,-0.01526497595149,-0.0183602444743132","-0.110415946948052,-0.284181928502919,-0.664663105743574,-1.0514611577944,-1.43594642318815,-1.80839981645657,-2.17534632437348","1.00081967267591,0.997616026167377,0.994401722436973,0.9911599991641,0.987950499013164,0.984850943209953,0.981807277996361",TRUE,|-Inf|0.326770598426719|0.37150744939384|-2.71199871659239|-0.248414541292983|0.260463975363759,|-Inf|-1.26564507970442|-0.918474524340179|-4.46269148826748|-1.21636669987249|-1.84556804078619,|0|1.38648337922709|1.44991864707623|0.0664039513098109|0.780036518899168|1.2975319698932
1413,21601534,21603312,35809054,negative,10,TRUE,53,10425,4,3.35513496849168,2.30573818935318,86656.2324013865,"1,2,3,4,5,6,7","0.42174149375522,0.548651501978625,0.668401583921466,0.785729250738864,0.915068708647294,1.0603673260479,1.2104919986731","-0.762433075066145,-0.396316173446258,-0.118363957036649,0.0592396981485555,0.133376690216094,0.12638697865259,0.0488597057238462","1.52461435140663,1.73091730480843,1.95111613142541,2.19400633822466,2.49694680784867,2.88743142326681,3.35513496849168",TRUE,|0.634910232311276|1.89509917304355|0.26145165643146|-Inf|1.4809234229616|1.34943646640169,|-0.590754304200157|0.498776820574241|-1.59266150801654|-Inf|0.0398576071340921|-0.609344276866864,|1.88685275544534|6.65320819082149|1.29881415074324|0|4.39700410136052|3.85525235419393
1414,21601431,21603896,36110874,negative,101,TRUE,517,717,0,0.723960290100127,0.347970770948816,8218.72749854001,"1,2,3,4,5,6,7","-0.323018736028624,-0.58983455200651,-0.856753801795465,-1.14812689509685,-1.55421365670834,-2.0554045026987,-2.57372274201705","-1.60286464548502,-1.45466010456577,-1.41401168755486,-1.55937595052506,-1.91115916116278,-2.45649686173416,-3.23176969698161","0.723960290100127,0.554419004658732,0.424537982323413,0.317230419074804,0.211355515305374,0.128041032157875,0.0762511530213817",TRUE,|-1.70701527661995|-3.13030285771405|-0.48083904044481|-1.37446259787571|-2.33375902958879|-2.64430522507714,|-3.1272367067567|-5.22966783794142|-1.34360157141365|-2.03918660040639|-3.00058179706832|-3.57046133581909,|0.18140643340724|0.0437045589853687|0.618264425261245|0.252975508857348|0.0969306960460532|0.0710547036203486
1415,21602256,21603929,36516781,negative,33,TRUE,1644,267,4,52.1959015055805,21.2535007141497,4020.74897879375,"1,2,3,4,5,6,7","1.87279981326769,3.00064652370477,3.94699743250469,3.95500397658735,2.30002958831377,1.83625276542382,0.666013402812411","-4.69056735654717,-0.561688738720125,2.49170147973312,2.9342604832185,1.39302196219941,1.30207239768725,-0.421221921911891","6.50648787211012,20.0985268976423,51.7796612657358,52.1959015055805,9.97447757842093,6.27298780723953,1.94646207231879",TRUE,|||Inf|Inf|1.00291900463437|0.951629230587515,|||||0.200947666221977|-0.74546876441846,|||Inf|Inf|2.72622809766993|2.58992581019161
1416,21600083,21603362,35205038,negative,11,TRUE,60,5736,0,1.00076510831356,1.00037138562123,54834.4001921368,"1,2,3,4,5,6,7","-2.10682449734989e-05,0.00010898963414796,0.000239452459312339,0.000370578060158167,0.000502286585230216,0.000633921898099743,0.0007648157674085","-0.0134521403524845,-0.0133826214720451,-0.0201320060151938,-0.0290600116123976,-0.0386322092411027,-0.0485116019640806,-0.058637302992681","0.99997893197696,1.00010899557373,1.00023948113034,1.00037064673269,1.00050241275226,1.00063412286905,1.00076510831356",TRUE,-Inf||||0.85426542587412|0.184595324067509|0.145347613705665,-Inf||||-1.02439506441277|-0.533152345410087|-1.27234339299372,0||||2.34964775603917|1.20273162509125|1.15644149532022
1417,21600096,21600100,35708208,negative,20,TRUE,123,11598,0,1.27219582695519,1.15001054007889,94656.9065602636,"1,2,3,4,5,6,7","0.0248142383510483,0.0646255713503479,0.10369107466353,0.140973623654935,0.176047090335377,0.209326567620834,0.240744405077336","-0.236786319146405,-0.239922414553247,-0.287116783996006,-0.345489225653058,-0.402884921993994,-0.459178487533084,-0.515601822874246","1.02512467398632,1.06675952426854,1.10925772416353,1.15139427801144,1.1924942122809,1.23284754088631,1.27219582695519",TRUE,|-0.00142333289208631|1.73089472332623|1.04793826748538|-0.631029624102835|1.13600263349463|-0.880110999832179,|-1.90905556081095|-0.121657489709115|-0.21026646756247|-2.40700060672001|0.454376035851376|-2.1420026245332,|0.998577679565763|5.64570299148475|2.85176547523308|0.532043713861896|3.11429447402042|0.414736873403162
1418,21601435,21603929,36110026,negative,27,TRUE,2883,477,0,1.3218958071132,0.735334744568432,6901.68532404559,"1,2,3,4,5,6,7","0.279066923734352,0.0759713188351814,-0.136676852153882,-0.376046634032105,-0.659395814798039,-0.95647380533728,-1.25076994929785","-1.02540034387328,-1.00698580563272,-1.02687492505528,-1.06101734012362,-1.26086892531108,-1.87138045782832,-2.65827576182996","1.3218958071132,1.07893162869764,0.872252046965008,0.686570314753636,0.517163702774258,0.384245424080896,0.286284287594388",TRUE,|-1.88653956685723||0.387027482399837|-0.95784905847313|-1.33510668284834|-1.68833386682811,|-4.83029291142919||-1.50288278673936|-2.45023179886111|-2.40761734659351|-3.50069598640974,|0.151595488286899||1.47259696121551|0.383717352555732|0.263130102489786|0.184827214348151
1419,21602737,21604344,36516812,negative,11,TRUE,400,2883,0,1.94017300481933,1.38927158071269,31187.5293572427,"1,2,3,4,5,6,7","-0.0412975422506507,0.0686986274056096,0.179876517301992,0.29374805200805,0.411625964774073,0.53431901263434,0.662777146841062","-0.483219125156472,-0.279398019119413,-0.161810016355486,-0.116715176452284,-0.113732207432108,-0.140520582639137,-0.197184138067035","0.959543582711524,1.07111335629022,1.19706953661891,1.34144588648997,1.50926981066577,1.70628588739312,1.94017300481933",TRUE,|||-Inf|0.340912973164692|-0.138375486144597|1.63914869101888,|||-Inf|-0.787884309334385|-1.20418337666137|0.551557370141662,|||0|1.40623085571576|0.87077166765682|5.15078273764494
1420,21604399,21604677,35204948,negative,11,TRUE,22,3180,2,9.77752013648883,6.49041799044123,34243.8837278399,"1,2,3,4,5,6,7","1.163936718147,1.44591122278701,1.69607273154271,1.88225475477655,2.02546962439692,2.15254225346701,2.28008588711755","-1.30046977543675,-0.252133341066255,0.382441849608688,0.385985176811711,-0.0470039348180125,-0.694057215066583,-1.49097912705912","3.20251589519424,4.24571917674924,5.45249188913454,6.5682980798541,7.57966970674553,8.60671104892213,9.77752013648883",TRUE,||Inf|||-Inf|,|||||-Inf|,||Inf|||0|
1421,21602734,21603929,35205038,negative,28,TRUE,1219,5736,0,1.48427810629653,1.22323398355655,55076.0993077393,"1,2,3,4,5,6,7","-0.0146966468073604,0.0548981902451109,0.124623064063833,0.193902746428207,0.262004929761611,0.329507561853944,0.394928530352189","-0.281857965247519,-0.163085096982455,-0.118710305581071,-0.121700959531282,-0.14346404986381,-0.176591028390243,-0.21874847686195","0.985410821786189,1.05643305400994,1.132721409183,1.21397821349765,1.29953294880123,1.39028333132133,1.48427810629653",TRUE,-Inf|-Inf|-Inf|1.20527355549241|-0.582431005474433|0.690981779536413|-0.626241607611316,-Inf|-Inf|-Inf|0.209255439275243|-1.64549207875757|0.167784696368113|-2.36841973433959,0|0|0|3.33767199170065|0.558538903671536|1.99567388353186|0.534597256261286
1422,21603925,21604344,35708208,negative,10,TRUE,125,11598,0,1.00005588368204,0.999825926520734,94379.1730628263,"1,2,3,4,5,6,7","5.58821206064763e-05,-1.65157413287709e-05,-9.02782126184221e-05,-0.000166759520524806,-0.000247681324911042,-0.000332998670484752,-0.000420357128037008","-0.0115720360132677,-0.0098644620077389,-0.0134643031348489,-0.0195305161887054,-0.0265166945680211,-0.0340481920447249,-0.0419683109078809","1.00005588368204,0.999983484395055,0.999909725862337,0.999833254383071,0.999752349345576,0.999667056767419,0.999579731209642",TRUE,|1.09061639919294|-Inf|1.10774751368709|0.497609355542421|-0.568526989862118|-Inf,|-0.829303430349827|-Inf|-0.253771378221995|-0.433079915369928|-1.5763572733082|-Inf,|2.97610797785177|0|3.02753123561122|1.64478447195025|0.566359077232244|0
1423,21600448,21601003,35205038,negative,50,TRUE,619,5736,0,1.03614520947544,0.585430991924822,54772.0388302295,"1,2,3,4,5,6,7","0.0355072976016215,-0.178934366857025,-0.394588215387642,-0.614705112750991,-0.851233370908314,-1.10834512781212,-1.37057765471583","-0.522975028441166,-0.594573975519411,-0.734980160838721,-0.934176318532492,-1.19641797798494,-1.54416111498599,-1.96540356097551","1.03614520947544,0.836160777455963,0.67395750744733,0.540800346924605,0.426888095764879,0.330104790548579,0.253960215856964",TRUE,|0.297059529902253|-2.11365843714796|-0.111803777669954|-0.876404427670588|-1.26635415871451|-1.88788482070307,|-0.892623597294753|-3.56100198116504|-1.18760748968188|-1.53759562387589|-1.98972480296905|-2.90485717361973,|1.34589541808603|0.120795235299052|0.894219706160638|0.416276978043747|0.281857357998874|0.151391690983557
1424,21600493,21601390,35708154,negative,16,TRUE,386,5600,0,1.00000467072192,1.00000239644839,53230.0790512131,"1,2,3,4,5,6,7","-1.6648618306192e-06,3.39913048819085e-08,1.71254294922818e-06,3.2807970864468e-06,4.42855149174193e-06,4.67071101217797e-06,4.31336845441166e-06","-0.0047717125916309,-0.00421979191729862,-0.0052019734078228,-0.00697238855142886,-0.00903996087704057,-0.0112700074433069,-0.0136530954275517","0.999998335139555,1.00000003399131,1.00000171254442,1.00000328080247,1.0000044285613,1.00000467072192,1.00000431337776",TRUE,||-Inf|-0.555033286815122|0.718396624247508|0.180310672928783|-Inf,||-Inf|-2.35930341265082|-0.0211200280505934|-0.553288141322445|-Inf,||0|0.574053152477247|2.05114182162063|1.1975893639287|0
1425,21601518,21604571,35204948,negative,11,TRUE,178,3180,0,1.00000881977229,0.999967993863166,34245.7068306108,"1,2,3,4,5,6,7","8.81973339961206e-06,-4.67376119406282e-06,-1.83449977324557e-05,-3.19843465490521e-05,-4.55378654109495e-05,-5.92320573646887e-05,-7.30958550176908e-05","-0.005254686417007,-0.00456855745822559,-0.006221985433079,-0.00889372136805684,-0.0118772207660461,-0.0150296492524842,-0.018333132537785","1.00000881977229,0.999995326249728,0.999981655170536,0.999968016164945,0.999954463171422,0.999940769696819,0.999926906816419",TRUE,|0.495560357312395|-Inf|-Inf|0.866667073587591|-0.152547294479304|-Inf,|-0.735183943261266|-Inf|-Inf|-0.639997573227684|-1.04516042463636|-Inf,|1.64141776184787|0|0|2.37896869795858|0.858518289820736|0
1426,21602085,21603131,35909508,negative,11,TRUE,1058,709,0,1.00111924227837,0.82854082023587,9733.8750816053,"1,2,3,4,5,6,7","0.00111861639370137,-0.0624654573626966,-0.126742569273128,-0.192972877112503,-0.26175382333355,-0.332573501158723,-0.404995554322347","-0.366667248114711,-0.379660859922141,-0.495498653642582,-0.674113428586423,-0.882676098849218,-1.11012848083451,-1.35481628469899","1.00111924227837,0.93944551317864,0.880960429692544,0.824504336774205,0.769700482685421,0.717075961012939,0.666979776028969",TRUE,||||||,||||||,||||||
1427,21600575,21603929,35708642,negative,13,TRUE,184,796,0,2.39999490344397,1.61363782998547,10297.2723956485,"1,2,3,4,5,6,7","-0.0164005249246637,0.135307964635768,0.287191439741706,0.438881177433378,0.588333757964762,0.733430799609354,0.875466613786634","-0.567300034494155,-0.314395685396665,-0.177505957363886,-0.124033926187072,-0.110700221839837,-0.121573743730749,-0.15841446938471","0.983733231460981,1.14488931548601,1.33267931684063,1.55097098608503,1.80098503694163,2.08221201964005,2.39999490344397",TRUE,|||1.23138572881008|1.63879884904196|0.522156761283491|0.642696389196505,|||-0.863795416557565|0.317923973794369|-0.453022936902843|-1.46182884481337,|||3.42597371894012|5.14898109279319|1.68565929670159|1.901601430256
1428,21602085,21602734,35104883,negative,15,TRUE,100,2387,0,1.52678582149081,1.22977420759199,26859.3329903027,"1,2,3,4,5,6,7","-0.0264378380545436,0.0457442670426502,0.118522354033953,0.192641460224046,0.268866605942694,0.346534120352501,0.423164755423764","-0.354221692882822,-0.213365271163266,-0.194337981834322,-0.248719795179899,-0.333009100905976,-0.433963717337094,-0.544427787790845","0.973908582006085,1.04680667375733,1.12583204070836,1.21244800474327,1.30848058587016,1.41415774456793,1.52678582149081",TRUE,-Inf|-Inf|0.265611320350467|-0.362312966537977|-1.17375741375532|1.29741181667576|-Inf,-Inf|-Inf|-1.85092956962455|-2.28629364571979|-2.95954820322872|0.465721428204205|-Inf,0|0|1.3042280332632|0.696064488855848|0.309202952414486|3.65981213432239|0
1429,21604711,21604713,36918858,negative,16,TRUE,66,5116,0,1.00946198583121,0.930727708708293,48988.0043945013,"1,2,3,4,5,6,7","0.00941750162905919,-0.0171481740745492,-0.0440246093754286,-0.0716170960473539,-0.100260620576791,-0.129868981660518,-0.160163862713222","-0.149845261796186,-0.15819384945792,-0.264150735768752,-0.405459150418035,-0.561071023646447,-0.726191830557486,-0.898724474317981","1.00946198583121,0.98299801902149,0.956930407723613,0.930887267993076,0.904601629513174,0.878210485062764,0.852004165812723",TRUE,|||Inf|-0.724453611865769|-0.0675501970743108|-0.897864104443236,||||-2.64233509921062|-0.781797285865244|-1.84360457226185,|||Inf|0.484589270461252|0.934680801196794|0.407438978126504
1430,21602102,21602737,35809005,negative,13,TRUE,3230,5162,0,1.0000638816603,0.999727901351184,49211.3389039702,"1,2,3,4,5,6,7","6.38796199528002e-05,-4.43161222696276e-05,-0.000154650426672731,-0.000269516224516764,-0.000386036635881659,-0.000500783815966521,-0.000613706385728108","-0.0194091879845183,-0.0168328371298418,-0.0263912565308579,-0.040329943210588,-0.055451434118055,-0.0708726316853628,-0.0864991824917503","1.0000638816603,0.999955684859675,0.999845361531088,0.999730520091718,0.999614037866673,0.99949934155532,0.999386481893518",TRUE,||Inf|Inf|Inf|Inf|Inf,||||||,||Inf|Inf|Inf|Inf|Inf
1431,21603009,21603607,36110201,negative,15,TRUE,1395,303,0,3.43762800179713,2.08000801164363,4643.58397891127,"1,2,3,4,5,6,7","0.0752569683745925,0.276475444766,0.475038810381119,0.666454288144663,0.851447312148534,1.03934334225102,1.23478169918585","-0.787061282373623,-0.672605721781095,-0.767771319056557,-0.928687262518087,-1.10429156252171,-1.30214672449737,-1.53328005984374","1.07816116861376,1.3184745768685,1.60807660634068,1.94732042810059,2.34303550286438,2.82735979692038,3.43762800179713",TRUE,||Inf|Inf||Inf|,||||||,||Inf|Inf||Inf|
1432,21604436,21604566,35809310,negative,11,TRUE,372,3464,1,7.96577805383928,1.74700178164846,36582.4854133565,"1,2,3,4,5,6,7","2.07515462268907,1.02533716072594,-0.0865824462161644,-1.12412424811206,-1.99882570288572,-2.72792789019689,-3.43103667617471","0.516167280172409,-0.000988404324051562,-0.862853108001463,-1.92597752957517,-2.91822974700613,-3.92256165636877,-5.1904907101302","7.96577805383928,2.78803531812722,0.917059937545972,0.324936906900617,0.135494300417613,0.0653545713084028,0.0323533834001059",TRUE,|0.82207364902158||-3.02271429809652|-Inf|-1.95165061634195|-Inf,|-0.453155637277685||-4.77303822726056|-Inf|-3.17995053873627|-Inf,|2.27521294227265||0.0486689369147595|0|0.142039425387617|0
1433,21603758,21603924,37522220,negative,14,TRUE,133,16798,0,0.999996802712871,0.999860995394046,122713.03418812,"1,2,3,4,5,6,7","-3.19729224074194e-06,-5.25824414880915e-05,-9.9942478368753e-05,-0.000144808792780449,-0.00018633993417172,-0.000224643714988648,-0.00026161126150992","-0.00927760992075167,-0.00936567782379674,-0.0132262199143811,-0.0183255027632879,-0.0236781114730651,-0.0290942655931518,-0.0346739493762128","0.999996802712871,0.999947418940944,0.999900062515714,0.999855201691507,0.999813677426036,0.999775381515521,0.999738422955732",TRUE,Inf|-Inf|0.628572770176583|0.166703156933846|-1.7972077609997|0.59860663833646|0.170144532744403,|-Inf|-1.0053989947089|-1.03875058227223|-3.54370356071744|-0.393755580027842|-1.82369191415634,Inf|0|1.87493270887166|1.18140352180927|0.165761087208706|1.8195816978688|1.18547617906442
1434,21600096,21600100,35708093,negative,10,TRUE,123,5780,0,1.00000953844609,0.999999974507654,55282.7547155533,"1,2,3,4,5,6,7","-3.97457443668259e-06,-3.8167539009315e-06,-3.46886748925357e-06,-2.47235940031842e-06,-7.6462398190813e-08,4.0920924848642e-06,9.53840059603195e-06","-0.00599822024406884,-0.00531244524313159,-0.00653785083035372,-0.00874724244646996,-0.011332363529657,-0.0141341345473019,-0.0171431189246939","0.999996025433462,0.999996183253383,0.999996531138527,0.999997527643656,0.999999923537605,1.00000409210086,1.00000953844609",TRUE,|0.251311059361656|0.493375813497029|-Inf|-Inf|-0.763541899863335|0.714602631833142,|-1.71226526902561|-1.69027096842955|-Inf|-Inf|-2.01591332524836|-0.174453899629827,|1.28570995425397|1.63783592659027|0|0|0.466012929346172|2.04337454891257
1435,21600096,21602085,35909625,negative,18,TRUE,97,477,4,7.11464196776204,3.1223803025657,6743.94910511713,"1,2,3,4,5,6,7","-0.0898386884518434,0.235189257611767,0.5628221674216,0.896248020800787,1.23784694641306,1.59098872826446,1.96215490951139","-1.23486000064856,-0.687736758936015,-0.272536184396805,0.0456953645736556,0.308763321941372,0.523192218802681,0.663304188891617","0.914078624817164,1.26514818500053,1.75562016948386,2.45039202215837,3.44818134754167,4.90859980119626,7.11464196776204",TRUE,||||Inf|-Inf|1.61765188437806,|||||-Inf|0.216028067561898,||||Inf|0|5.0412389958335
1436,21602102,21603448,35205038,negative,24,TRUE,324,5736,0,0.999952162623035,0.999878303776091,54904.1398796972,"1,2,3,4,5,6,7","-4.78385212092647e-05,-7.59643586976111e-05,-0.000102880002200045,-0.000127353362477933,-0.000148430197476124,-0.000166125060757416,-0.000183341114248226","-0.0102856356632915,-0.009528647529862,-0.0118866212544589,-0.0157472357692658,-0.0201590452641107,-0.0248752498943118,-0.0299157103984368","0.999952162623035,0.999924038526521,0.999897125289766,0.999872654746617,0.999851580817741,0.999833888737246,0.999816675691707",TRUE,|-Inf|-Inf|0.515346593146759|-1.67007222980511|0.160115922625678|-0.00160440539867837,|-Inf|-Inf|-1.3946307547079|-3.4001213955443|-0.368676298862879|-1.01445767473323,|0|0|1.67421867396845|0.188233469080927|1.17364691533839|0.998396880971618
1437,21603448,21604344,35809243,negative,53,TRUE,1469,5249,0,1.01248694877563,0.874028185318917,49395.4586293143,"1,2,3,4,5,6,7","0.0124096298173377,-0.0389336415826609,-0.0903953077242861,-0.141531436754416,-0.191815792281215,-0.240374118107151,-0.287008402919619","-0.186975845403481,-0.203091222715077,-0.274191773821582,-0.378622291912071,-0.494127280531783,-0.611815320452964,-0.731416132751644","1.01248694877563,0.961814531518853,0.913569972614005,0.868027887176449,0.825458910390441,0.786333624383207,0.750505422373834",TRUE,-Inf|0.805015515851792|Inf|0.334624244314014|-0.787265820353882|-0.727421372476747|0.0747635464247651,-Inf|-0.891979312192897||-1.05463885758719|-1.60796969954512|-1.19986560777273|-0.567588090405441,0|2.2367312033406|Inf|1.39741519985092|0.455087386443737|0.483153257437305|1.0776293114535
1438,21603140,21603896,35104883,negative,18,TRUE,182,2387,0,1.00000076537265,0.999977740672303,26915.8405233551,"1,2,3,4,5,6,7","7.65372357491856e-07,-6.21630153485597e-06,-1.33435259641601e-05,-2.09117019993599e-05,-2.91967845464924e-05,-3.8497554088579e-05,-4.84174647406022e-05","-0.00564494615366714,-0.00508630211874543,-0.00647706208679231,-0.00882598028643319,-0.0115550960205611,-0.0145294413767457,-0.0177121273778296","1.00000076537265,0.999993783717786,0.99998665656306,0.999979088516649,0.999970803641675,0.999961503186933,0.999951583707366",TRUE,|-Inf|1.29748961909845|-Inf|0.881914343712854|-0.330408258070801|-0.594932438569943,|-Inf|-1.39635804157245|-Inf|-0.967420891709395|-1.52168727981821|-2.21951671336299,|0|3.66009688765014|0|2.41551941755917|0.718630286920491|0.55159983148239
1439,21600096,21604210,35909625,negative,32,TRUE,35,477,4,131.033813837698,30.5153438730386,6538.27060119765,"1,2,3,4,5,6,7","-0.342972712186961,0.45434802759406,1.26204932680704,2.09450073690435,2.96774769991199,3.89562292361602,4.87545541079214","-3.22045528008908,-1.88410138466825,-0.769403199829096,0.243903081900433,1.26823600813749,2.28551749977775,3.06986458168475","0.709657576299261,1.57514609639893,3.5326536361126,8.1213852499203,19.4480673465602,49.1866833682806,131.033813837698",TRUE,||||||5.09065847399642,||||||2.88498708672902,||||||162.49682676781
1440,21603908,21603968,36718132,negative,18,TRUE,282,9281,0,1.27771493784786,1.13021263333984,78285.8483062462,"1,2,3,4,5,6,7","-0.00738878842617563,0.0343864594497152,0.0763364738005423,0.118632436327109,0.161263445596676,0.203654393626644,0.245073277748068","-0.210207978060553,-0.154132902924275,-0.193472846559924,-0.269159932763557,-0.356529515404647,-0.448958227501397,-0.543807140012795","0.992638441564208,1.03498450899395,1.07932567787927,1.12595598170284,1.17499447516364,1.22587441022714,1.27771493784786",TRUE,|||-Inf|-0.0698469187094011|0.736640370666392|-Inf,|||-Inf|-1.13948950157899|0.170200522385354|-Inf,|||0|0.932536562880606|2.08890576334973|0
1441,21603163,21603175,35809330,negative,26,TRUE,107,525,0,2.84352302843597,1.73076565796975,7301.43646367456,"1,2,3,4,5,6,7","-0.0934859792579434,0.0929462294175201,0.281665638386507,0.475034186689167,0.671833027852314,0.863925541966001,1.04504378635544","-0.930679911681912,-0.550315148800506,-0.520591892512272,-0.695120954673283,-0.93926927959967,-1.20161042426041,-1.46441945877184","0.91075078673854,1.09740272569783,1.32533550457608,1.60806917110701,1.95782277719164,2.37245561204121,2.84352302843597",TRUE,||Inf||Inf|Inf|Inf,||||||,||Inf||Inf|Inf|Inf
1442,21602730,21603929,35205025,negative,12,TRUE,2373,4913,0,1.00021720825568,1.00009478694063,47173.8335880448,"1,2,3,4,5,6,7","-1.99856877713955e-05,1.62617851620084e-05,5.30881390403692e-05,9.13005224685293e-05,0.000131645171977723,0.000173960691078889,0.000217184669385695","-0.00747980844080125,-0.00651148475416839,-0.0106178132689693,-0.0163719579925735,-0.0227398220745052,-0.0295060600689636,-0.0365139830801193","0.999980014511941,1.00001626191739,1.00005308954824,1.00009130469049,1.00013165383758,1.00017397582312,1.00021720825568",TRUE,||||-1.27957546028613|0.110508747809076|2.03645091513679,||||-3.11984893982689|-0.662292955461341|0.473473497911399,||||0.278155363388604|1.116846118966|7.66336295240232
1443,21601423,21603738,35707713,negative,10,TRUE,150,1006,0,1.05471160534365,1.02807142629666,13015.6337072261,"1,2,3,4,5,6,7","0.000557493157327116,0.00977200535155909,0.0189556124541204,0.0280359559204104,0.0368634918909159,0.0452509305627187,0.0532673696945754","-0.118292133232274,-0.317870337232681,-0.593439912307961,-0.871772945290388,-1.14333256299379,-1.4014385874726,-1.64839297332255","1.00055764858552,1.00981990730141,1.01913641064923,1.02843266199958,1.03755137699406,1.04629037320315,1.05471160534365",TRUE,||||0.601254089546539|0.635011339723875|,||||-1.30384474886355|-0.596605791911253|,||||1.8244053339899|1.88704353989009|
