triplet_id,drugA,drugB,meddra,type,N,dynamic,fold_change,model_success,injection_success,n_injected,n_coadmin,n_events,n_stages_significant,max_ior,mean_ior,model_aic,stage,log_ior,log_ior_lower90,ior_values,message
37,21603967,21603980,36919117,positive,3766,increase,1.41880511616667,TRUE,TRUE,0,5924,3766,0,2876678749.77086,446305989.373727,11271.8293700923,"1,2,3,4,5,6,7","-7.04982047227425,-0.576720165059378,5.97954811844778,12.7278858383355,19.3234733738747,21.7799022537487,13.0765638917564","-64.2870951688719,-54.9906454555463,-51.0329180654067,-47.2565696551543,-40.7211646231633,-38.2639358517618,-46.969212643698","0.000867564695243621,0.561737755588547,395.261716315725,337016.05135559,246648147.229048,2876678749.77085,477616.740505736",
38,21601129,21603929,35707907,positive,563,decrease,1.97687173256637,TRUE,TRUE,0,1506,563,2,384.455655720448,83.9738718568447,7665.39460362552,"1,2,3,4,5,6,7","1.385889193178,5.95182845256896,5.27193536751212,0.748459956325057,-0.0510828226193372,-0.403263613939549,-0.176264345818844","-1.30297960748743,3.97746389283513,4.18435465680629,-0.455166049234643,-1.0511135128046,-1.32742993592809,-1.91083838737386","3.99837965651021,384.455655720448,194.792593124776,2.11374225331999,0.950199969223003,0.668135946157445,0.838396327477762",
39,21601518,21601534,36416563,positive,421,plateau,1.29174718487121,TRUE,TRUE,0,700,421,2,206.69471988654,30.4129865024947,5140.7289249331,"1,2,3,4,5,6,7","1.43609115540479,-0.738130298875883,-4.117249687343,-1.62096187695392,5.33124292154548,-1.64328135116063,0.101298203670154","0.0199867500020225,-2.22036835559083,-8.70558929821189,-4.44822433717236,4.01907912230285,-4.14654669118771,-2.10732841621802","4.20422997513795,0.478006810408389,0.0162892534305283,0.197708436405067,206.69471988654,0.193344568829963,1.10660658671115",
40,21602732,21603925,35204970,positive,1516,inverse_plateau,2.25438790017726,TRUE,TRUE,0,957,1516,2,611.347299630024,88.9634428960549,16189.0680960653,"1,2,3,4,5,6,7","-0.276436316508845,0.473247955129745,0.793167987492051,0.299548932926134,1.33541002605932,6.41566520951988,0.513976920774401","-8.72724552279038,-1.22121625946168,-0.469891394248056,-1.41016889889461,0.220603763154478,5.83408362548045,-0.988284966588706","0.758481920370325,1.60519935104846,2.21038782706227,1.34925006801505,3.80155436325655,611.347299630024,1.67192711260782",
41,21600494,21603448,35104877,positive,0,uniform,2.8231760461565,FALSE,FALSE,0,38,,,,,,"1,2,3,4,5,6,7","NA,NA,NA,NA,NA,NA,NA","NA,NA,NA,NA,NA,NA,NA","NA,NA,NA,NA,NA,NA,NA",No se generaron eventos nuevos con las probabilidades dinámicas
42,21601390,21603718,35104746,positive,1999,increase,3.94907466176659,TRUE,TRUE,0,1810,1999,2,33693.8511969299,4894.32842931114,13626.3484524195,"1,2,3,4,5,6,7","-5.53526866584601,-1.88015046074426,0.766299559512738,0.79564361440393,6.32926522788799,10.4250706426287,0.164850855055752","-20.6814031695393,-6.71459289669392,-0.612207431320624,-0.164740129894281,5.74211874316198,9.26970021036075,-1.38594602216968","0.00394514856691446,0.152567148663118,2.15178893619384,2.21586670167915,560.744423081697,33693.8511969299,1.17921723130714",
43,21600664,21602256,43053808,positive,0,decrease,2.29664510358733,FALSE,FALSE,0,597,,,,,,"1,2,3,4,5,6,7","NA,NA,NA,NA,NA,NA,NA","NA,NA,NA,NA,NA,NA,NA","NA,NA,NA,NA,NA,NA,NA",No se generaron eventos nuevos con las probabilidades dinámicas
44,21603967,21604348,35809077,positive,1788,plateau,5.5474329687898,TRUE,TRUE,0,593,1788,4,328.583441968842,52.0940433502624,20290.1788108981,"1,2,3,4,5,6,7","3.19774790622127,1.44693256082584,0.0979721956313666,0.130463989111778,5.7947908147074,1.49700718945747,-0.451180826380653","1.17896166465493,0.538567829247345,-1.17663353860129,-1.08288246147005,5.24195978201535,0.866608344466761,-2.28680542289299","24.4773428053923,4.25005770642221,1.10293211835098,1.13935690990047,328.583441968842,4.46829627508593,0.636875667843075",
45,21604418,21604436,35809310,positive,3574,inverse_plateau,1.18611340595851,TRUE,TRUE,0,485,3574,1,36.6761122728598,5.49844078305235,36752.011238313,"1,2,3,4,5,6,7","-1.24716876625788,-0.00279142100179453,-1.77728720084976,-1.59219806844536,-2.09698001209446,3.60212565139084,-3.40995421131831","-6.3774582013803,-1.2891508604422,-4.13250474037469,-2.93415364434962,-3.3389143334543,3.17286743314784,-6.35104636274994","0.287317108287486,0.997212471391199,0.169096249780314,0.203477861554905,0.12282680416916,36.6761122728598,0.0330427133235314",
46,21602085,21603929,35809054,positive,0,uniform,4.07752545409486,FALSE,FALSE,0,162,,,,,,"1,2,3,4,5,6,7","NA,NA,NA,NA,NA,NA,NA","NA,NA,NA,NA,NA,NA,NA","NA,NA,NA,NA,NA,NA,NA",No se generaron eventos nuevos con las probabilidades dinámicas
47,21600303,21600493,35809054,positive,10455,increase,1.70789744394521,TRUE,TRUE,0,125,10455,1,84.3170168893689,13.7449171946965,86635.5649336204,"1,2,3,4,5,6,7","-3.82668342670035,-0.196870079105215,1.83189214442018,0.0960266516731063,4.43458370572046,0.586238281812947,0.647431826544465","-18.23298578171,-4.31658220530941,-1.32337973497608,-1.8353174474961,3.59241013315476,-0.252065149708049,-0.642345676159044","0.021781736692679,0.821297330065446,6.24569323873661,1.10078840145567,84.3170168893689,1.79721506706742,1.91062769948863",
48,21603756,21603929,35708093,positive,5811,decrease,5.38417987999764,TRUE,TRUE,0,457,5811,2,90.4353577755369,13.9239858000202,55392.2206296705,"1,2,3,4,5,6,7","-6.85912982306949,-0.119261676325146,4.50463531676395,1.0860046203227,-1.34091891128249,0.271662950994386,0.474837690532308","-14.243730866502,-1.54401074330831,3.45048410117116,0.392353012919341,-2.57737463940598,-0.339165107736278,-0.407174668551546","0.00104982707057222,0.887575512872656,90.4353577755369,2.96241442605051,0.261605166158315,1.31214466971543,1.60775322273726",
49,21602102,21603851,35104877,positive,1964,plateau,10.466275507645,TRUE,TRUE,0,60,1964,0,0.914250688572945,0.568676531035767,22095.6951127934,"1,2,3,4,5,6,7","-0.0896504687968509,-0.280124598880473,-0.466923676308717,-0.642444767539614,-0.803881708384411,-0.959207148352091,-1.11755704018505","-0.728799691787448,-0.812105098037945,-0.983228929366275,-1.19264865390355,-1.40904333858069,-1.65320652866243,-1.95374975915909","0.914250688572945,0.755689577514143,0.6269279380408,0.526004891141472,0.447588180902043,0.383196583608406,0.32707785747056",
50,21603758,21603896,37622529,positive,2336,inverse_plateau,2.15057946789266,TRUE,TRUE,0,199,2336,2,118.141332386428,18.9981203150228,26086.2496492773,"1,2,3,4,5,6,7","0.138140749833823,2.25122049644648,0.348841403387875,-2.21701186169488,0.61838093228795,4.77188163984519,-0.20362187964761","-3.74077921176078,1.26490750919153,-1.05426861320966,-4.38802910828999,-0.439063129582969,3.6701743293981,-2.92518641835262","1.14813713901364,9.49932265362824,1.41742437381126,0.108934133230416,1.85592074663899,118.141332386428,0.815770772409162",
51,21601431,21601435,35104113,positive,0,uniform,3.3679894133282,FALSE,FALSE,0,340,,,,,,"1,2,3,4,5,6,7","NA,NA,NA,NA,NA,NA,NA","NA,NA,NA,NA,NA,NA,NA","NA,NA,NA,NA,NA,NA,NA",No se generaron eventos nuevos con las probabilidades dinámicas
52,21604417,21604643,35809054,positive,10443,increase,2.24214376255236,TRUE,TRUE,0,75,10443,3,101.854810346717,17.1659212371574,86571.5366504912,"1,2,3,4,5,6,7","-1.77580281525949,-0.394577382108529,0.446889185248617,1.11295851501722,4.62354837127493,1.37982282948218,2.18406488839581","-9.53776169466169,-2.02651598014367,-1.52876371754332,-0.298857849753684,2.94140844551951,0.393793381470944,1.20428812451684","0.169347440202456,0.673964808656666,1.56344103735675,3.04334888200182,101.854810346717,3.97419745449632,8.88233869067036",
53,21603618,21604229,35104341,positive,180,decrease,2.21093191774203,TRUE,TRUE,0,161,180,0,1360.77113053106,286.881761599994,2804.43709019932,"1,2,3,4,5,6,7","0.594462839091237,4.88686812223288,7.21580682578537,3.02914168147979,-0.0423845601149093,1.12930859865409,6.19097055774121","-18.2399562468623,-12.6040424238444,-10.3130547693172,-14.480548257543,-17.744720498315,-16.4953764500144,-11.2656896672305","1.81205731713096,132.537831076566,1360.77113053106,20.6794753930962,0.958501108392336,3.0935168988009,488.319818874905",
54,21604422,21604431,37320161,positive,392,plateau,2.9699169594916,TRUE,TRUE,0,850,392,3,1197.92227531968,173.632922898848,3320.88013209072,"1,2,3,4,5,6,7","-26.2552250364944,-18.4762179889233,-10.1530008024178,-0.451004581529823,7.08834389787258,1.57702028356432,2.48745732146627","-79.8944396296205,-50.020650802606,-24.3905466478011,-3.98984104102548,6.00916335198951,0.275801979358814,1.17257372706735","3.95822653174297e-12,9.45976790136203e-09,3.89589978359328e-05,0.636987923792128,1197.92227531968,4.84051095109341,12.0306471289055",
55,21602735,21604344,35708093,positive,5953,inverse_plateau,1.51357592456043,TRUE,TRUE,0,409,5953,1,121.999344722388,17.9603217224365,55356.8396973139,"1,2,3,4,5,6,7","-5.96424171464142,-4.00992207470816,-2.03799341694919,-0.673697418509496,0.547040424903891,4.80401567359086,0.288153962806593","-24.0423166029409,-13.0746287222326,-6.49283668560568,-2.60802840395451,-0.174976655850608,4.44432068557608,-0.405242934069502","0.0025689918979339,0.0181348083419745,0.13028988623318,0.509820070471983,1.72813090877247,121.999344722388,1.33396266895011",
56,21600658,21603756,43562827,positive,0,uniform,2.11672889047009,FALSE,FALSE,0,25,,,,,,"1,2,3,4,5,6,7","NA,NA,NA,NA,NA,NA,NA","NA,NA,NA,NA,NA,NA,NA","NA,NA,NA,NA,NA,NA,NA",No se generaron eventos nuevos con las probabilidades dinámicas
57,21602735,21603909,36516812,positive,3009,increase,1.78613717916111,TRUE,TRUE,0,880,3009,1,82.3492677171114,12.0460043440718,31313.5740426538,"1,2,3,4,5,6,7","-16.9354584865223,-11.7637135863495,-6.25886589462716,0.0892614118491872,4.41096956426003,-1.2594352646637,-0.52144724790331","-59.4822925030504,-36.3928665445238,-16.7619182521205,-1.40272503379572,4.03287410228226,-1.85750878478345,-1.401022091099","4.41594678069898e-08,7.78187235330853e-06,0.00191341458034158,1.09336643791373,82.3492677171114,0.283814261192657,0.593660751672936",
58,21602338,21603896,36110974,positive,315,decrease,1.31033189240317,TRUE,TRUE,0,1526,315,2,852.343445083083,124.690340910037,2288.89200472629,"1,2,3,4,5,6,7","1.36671743881616,6.74798955016211,2.79179242461987,-2.36153931753251,-2.66291577165773,-3.12990787143883,-3.02582892421838","-2.39121985050387,4.62181061534322,1.88558931935212,-3.21882405480706,-3.34385802242815,-3.8393602957767,-3.99688852455474","3.92245384496367,852.343445083083,16.3102284718673,0.094274992298224,0.0697445657536526,0.0437218250960463,0.0485175871937715",
59,21603618,21603851,36776613,positive,0,plateau,3.6889281644297,FALSE,FALSE,0,18,,,,,,"1,2,3,4,5,6,7","NA,NA,NA,NA,NA,NA,NA","NA,NA,NA,NA,NA,NA,NA","NA,NA,NA,NA,NA,NA,NA",No se generaron eventos nuevos con las probabilidades dinámicas
60,21603929,21604272,35708093,positive,5803,inverse_plateau,2.39836166669291,TRUE,TRUE,0,78,5803,4,19056.853048039,2798.33966842977,55315.5649366767,"1,2,3,4,5,6,7","9.85518205591845,5.2484879031624,2.05898072519776,2.92909885936058,0.535174461756187,5.71569296607995,2.24020994474955","-5.30794730134004,0.698773367015916,-0.573900345277174,1.55940365228988,-1.36451939511157,4.83100971970528,0.581456110628807","19056.853048039,190.278331555844,7.83797668527912,18.7107618693966,1.70774615265938,303.59451113117,9.39530357505583",
61,21603448,21604348,36110552,positive,0,uniform,3.04946542768402,FALSE,FALSE,0,857,,,,,,"1,2,3,4,5,6,7","NA,NA,NA,NA,NA,NA,NA","NA,NA,NA,NA,NA,NA,NA","NA,NA,NA,NA,NA,NA,NA",No se generaron eventos nuevos con las probabilidades dinámicas
62,21600493,21600571,35809054,positive,10453,increase,1.36367966545125,TRUE,TRUE,0,138,10453,1,26.3343584149416,4.34730975196954,86652.8749833057,"1,2,3,4,5,6,7","-1.29410526612389,-0.167751535553683,0.245091072439975,-0.381942640351956,3.27087449019095,0.0125036478766121,-5.46109842706348","-13.276233272952,-4.51802272697093,-2.26296478599586,-1.44740623125695,2.52827024470433,-0.798037997879452,-13.0131660647038","0.274143039696253,0.845563901153079,1.27773767459382,0.682534202004204,26.3343584149416,1.01258214530862,0.00424888608917659",
63,21603448,21604344,36919118,positive,835,decrease,1.50021153812607,TRUE,TRUE,0,1469,835,3,2291.99152582625,388.811697066706,9766.56825586134,"1,2,3,4,5,6,7","5.77697915944163,7.73717638054431,4.64513457908452,0.682830062382781,-0.827629582491729,-1.45579177627944,-1.71164072126557","2.85549025981611,6.377782753241,3.99603357607419,-0.0826438379858585,-1.69477523341602,-2.25061223849681,-3.34120063875512","322.782641265951,2291.99152582625,104.077371480331,1.97947184145396,0.437084131206963,0.233215636170569,0.180569285574183",
64,21602256,21603905,35708208,positive,11600,plateau,1.66872983487944,TRUE,TRUE,0,161,11600,4,600.826730285623,180.234438029458,94650.90409508,"1,2,3,4,5,6,7","6.39830659061472,4.73545844070847,3.89563202457841,5.88335226311426,4.90717687084222,1.22283641662792,-3.05816667831702","-5.0782019264894,2.2144856564826,-0.801135676353594,4.22186232465754,2.91207913592702,0.517765927166933,-7.84169406748236","600.826730285623,113.915670329943,49.1871310164725,359.010725150931,135.25702684142,3.39680884752422,0.0469737342928505",
65,21603151,21603156,37521618,positive,448,inverse_plateau,1.93221115729878,TRUE,TRUE,0,220,448,1,381.900508316185,55.7972541413611,5062.42902104633,"1,2,3,4,5,6,7","-3.84648055692567,-4.47681258927338,-4.21052986661103,-2.32218289910824,1.86781338086446,5.94516012524966,0.72296034309494","-6.30808085628282,-11.3898190109108,-12.6955663198958,-8.71095154561828,-1.2021012420328,4.02451670958036,-1.19389969390166","0.0213547612046647,0.0113695950299417,0.0148385038269644,0.098059298250909,6.47412446617975,381.900508316185,2.06052404885029",
66,21600575,21601390,35708208,positive,0,uniform,1.61078577488661,FALSE,FALSE,0,91,,,,,,"1,2,3,4,5,6,7","NA,NA,NA,NA,NA,NA,NA","NA,NA,NA,NA,NA,NA,NA","NA,NA,NA,NA,NA,NA,NA",No se generaron eventos nuevos con las probabilidades dinámicas
67,21600096,21602256,43053848,positive,886,increase,4.53461763494298,TRUE,TRUE,0,493,886,3,963.621437071689,141.742292284741,11252.978388063,"1,2,3,4,5,6,7","-13.6766006255358,-8.58350617833229,-3.23921854124862,2.7407115550349,6.87069851735055,2.10619467326971,1.57283690480822","-50.3671178182422,-30.4827980833033,-13.5741763830791,-0.293182458585624,5.93727275844484,1.2243316276157,0.151571717695658","1.1490206058473e-06,0.000187167582685334,0.0391945120289263,15.4980088601028,963.621437071689,8.21691367528634,4.82030355747276",
68,21602735,21603929,36517125,positive,204,decrease,1.76752850661675,TRUE,TRUE,0,1845,204,5,5051.72019228803,816.224630368827,1711.9728224228,"1,2,3,4,5,6,7","2.73156012187751,8.52748409640369,6.44193356744577,2.38750327737057,0.121288436952897,0.994597532728163,1.42487920976253","0.284773742354881,6.74432469754634,5.28466819404439,1.27900046858106,-1.18880482628992,-0.12907247043519,0.1945702189849","15.3568268620724,5051.72019228803,627.619171330744,10.8862799627652,1.12895049645101,2.70363599727886,4.15735564445075",
69,21602732,21603925,35104746,positive,1199,plateau,1.08571958852311,TRUE,TRUE,0,957,1199,2,145.117369532047,22.3933179787534,13371.111816823,"1,2,3,4,5,6,7","1.74287387368778,1.59906682170569,-2.82517131661986,-1.84040685544206,4.97754286004521,-0.280326445730267,-9.07055184236639","-3.20914127143848,0.696394045896424,-6.11522613074435,-4.20329485272452,4.4972101974311,-1.01402384700785,-20.566151705077","5.71374041818621,4.94841251797909,0.0592984971411088,0.158752823515665,145.117369532047,0.755537059346673,0.000115003057572629",
70,21604543,21604544,36311923,positive,1102,inverse_plateau,2.16076956173683,TRUE,TRUE,0,327,1102,1,39.0901578449205,5.71398633462202,12520.7946142816,"1,2,3,4,5,6,7","-16.0382556655683,-13.7529646114611,-11.0552892018697,-7.31152396737728,-1.68975512744055,3.66587071778393,-0.325041998282338","-62.7259654101708,-45.3644122218083,-30.5795242337612,-17.0465075897622,-4.6892497746745,3.21275612188042,-1.14268872934686","1.08311373978523e-07,1.06454336983954e-06,1.58033407269035e-05,0.000667798572964639,0.184564713293681,39.0901578449205,0.722497009371485",
71,21600135,21602485,35909452,positive,0,uniform,3.25836186620925,FALSE,FALSE,0,97,,,,,,"1,2,3,4,5,6,7","NA,NA,NA,NA,NA,NA,NA","NA,NA,NA,NA,NA,NA,NA","NA,NA,NA,NA,NA,NA,NA",No se generaron eventos nuevos con las probabilidades dinámicas
72,21604399,21604432,43053854,positive,965,increase,1.35336083794634,TRUE,TRUE,0,41,965,5,270.397394059064,92.2627413250912,12107.2907113046,"1,2,3,4,5,6,7","5.59989270676684,5.26004155062206,4.75391247778811,3.92043170889012,2.68300009061252,0.538857234378787,-1.89882568284769","0.272696405589223,2.1330947383492,2.7060559889544,1.91916071291487,0.744366731978295,-1.57562929659884,-5.43614396727691","270.397394059064,192.489489189102,116.037391280115,50.4222077954481,14.6289155999333,1.71404698858836,0.149744363387133",
73,21600234,21600965,35708208,positive,0,decrease,3.24455012957941,FALSE,FALSE,0,125,,,,,,"1,2,3,4,5,6,7","NA,NA,NA,NA,NA,NA,NA","NA,NA,NA,NA,NA,NA,NA","NA,NA,NA,NA,NA,NA,NA",No se generaron eventos nuevos con las probabilidades dinámicas
74,21601003,21602653,35205037,positive,1730,plateau,4.25557146701301,TRUE,TRUE,0,797,1730,1,96.5703206996263,24.9471936833644,18162.4060897679,"1,2,3,4,5,6,7","4.57027145487656,0.315386018085611,-3.02964773988872,-1.03275535920405,4.32880591291605,-1.89364338556633,-1.27043161310909","-9.98276144694437,-1.52903221516598,-7.7305839503404,-2.19998290011639,3.68872786878982,-2.46435752193109,-1.86825866749184","96.5703206996262,1.37078835793728,0.0483326607961583,0.356024632109802,75.8536565983028,0.150522397455078,0.280710437323254",
75,21602737,21603448,35808914,positive,1708,inverse_plateau,2.73684836173417,TRUE,TRUE,0,397,1708,1,58.6871313855275,9.33413850068179,17933.2111698806,"1,2,3,4,5,6,7","0.424160740398403,0.830170290286033,-0.57729152056003,-0.76534223463599,-0.747543573107368,4.07222047597798,0.28495460728377","-3.90180293715093,-0.0850985800988221,-1.52437880880521,-1.61998922800385,-1.34645893556168,3.4399906962138,-0.289384450010109","1.52830723475511,2.29370930342204,0.561416895303341,0.465174704833737,0.473528312949682,58.6871313855275,1.32970166798104",
76,21603448,21604260,36110642,positive,0,uniform,2.78873794768613,FALSE,FALSE,0,145,,,,,,"1,2,3,4,5,6,7","NA,NA,NA,NA,NA,NA,NA","NA,NA,NA,NA,NA,NA,NA","NA,NA,NA,NA,NA,NA,NA",No se generaron eventos nuevos con las probabilidades dinámicas
77,21602732,21603925,36009876,positive,583,increase,7.1897169993934,TRUE,TRUE,0,957,583,2,10080.3417753879,1459.32088067562,1025.95353378648,"1,2,3,4,5,6,7","-1.02758731036851,-1.00861866832921,-1.34364979927312,0.0941727810416815,4.86965911686752,9.21834244733904,0.93438837536721","-8.36657144174287,-3.17624009808171,-3.31897274838683,-1.41143484310613,3.54166296143301,7.42152226164857,-0.959884383810148","0.357869347478926,0.364722434422119,0.260891726357245,1.09874957261318,130.27650026495,10080.3417753879,2.54565599558294",
78,21604562,21604655,36718321,positive,0,decrease,4.75699768441366,FALSE,FALSE,0,69,,,,,,"1,2,3,4,5,6,7","NA,NA,NA,NA,NA,NA,NA","NA,NA,NA,NA,NA,NA,NA","NA,NA,NA,NA,NA,NA,NA",No se generaron eventos nuevos con las probabilidades dinámicas
79,21601390,21603131,36009894,positive,361,plateau,1.69674075519045,TRUE,TRUE,0,260,361,1,12.7119325053008,2.52490255854824,4174.03805006402,"1,2,3,4,5,6,7","1.43767195057687,-1.55094778227037,-3.73039989670497,-1.73623117290677,2.54254111969395,-1.08355291104079,-7.01341446128682","-7.74680401163467,-3.47378528042005,-6.53833979275551,-3.17395990217859,1.77980961451025,-1.89703911658876,-14.263454544533","4.21088125735731,0.212046904260365,0.0239832430988952,0.17618315477669,12.7119325053008,0.338391113803497,0.000899731240154623",
80,21600575,21604348,35708202,positive,9041,inverse_plateau,1.05938155638675,TRUE,TRUE,0,243,9041,3,423.5858041653,71.1701134913328,76058.054240248,"1,2,3,4,5,6,7","6.04875610080805,1.79932857203224,-1.93188179684425,-2.65993077937032,0.738529682065583,4.19091191734046,-1.77967399550865","-4.09519838275765,0.00495121464580572,-5.94463580854374,-6.00888594976549,0.0311997007995378,3.65478822708129,-4.52566779032322","423.5858041653,6.04558692524256,0.144875315897091,0.0699530637721918,2.09285608734128,66.0830257487519,0.168693133024333",
81,21600493,21603718,36516951,positive,0,uniform,3.49769587058547,FALSE,FALSE,0,309,,,,,,"1,2,3,4,5,6,7","NA,NA,NA,NA,NA,NA,NA","NA,NA,NA,NA,NA,NA,NA","NA,NA,NA,NA,NA,NA,NA",No se generaron eventos nuevos con las probabilidades dinámicas
82,21602256,21603911,36111047,positive,8030,increase,2.69159391268454,TRUE,TRUE,0,12078,8030,0,497252086.124213,73797353.7438322,17543.5595190202,"1,2,3,4,5,6,7","-6.05271208688057,-0.538769460050871,5.04718329858821,10.7860736483987,16.7725780257304,20.0246076710123,10.5822399300426","-69.9197519430529,-61.3262720321341,-58.5733625449046,-56.0036617816136,-50.0526066678508,-46.7995114350571,-56.2438919655263","0.00235147594356931,0.583465788766876,155.583614135753,48342.8518609097,19241462.7290491,497252086.124213,39428.3322712988",
83,21604559,21604711,35607306,positive,0,decrease,1.81065669283271,FALSE,FALSE,0,336,,,,,,"1,2,3,4,5,6,7","NA,NA,NA,NA,NA,NA,NA","NA,NA,NA,NA,NA,NA,NA","NA,NA,NA,NA,NA,NA,NA",No se generaron eventos nuevos con las probabilidades dinámicas
84,21603641,21604051,36315580,positive,421,plateau,2.48949884741864,TRUE,TRUE,0,772,421,0,546.249859903859,80.8067851214583,5186.03352846619,"1,2,3,4,5,6,7","-0.410688560421328,2.42047420780176,-0.539494538559341,0.787663629868753,6.30307648994086,1.3984356097406,-0.426039310916758","-39.7537987723996,-36.8113236412703,-39.8315247801029,-38.4707446533581,-32.9269134177147,-37.8288101174923,-39.6991965697578","0.663193444127788,11.2511934537516,0.583042883601265,2.19825448573545,546.249859903859,4.04886101110973,0.653090668023157",
85,21600303,21604344,36110715,positive,1107,inverse_plateau,2.43399611109854,TRUE,TRUE,0,390,1107,2,354.015215956075,52.1541323420159,12731.5793520144,"1,2,3,4,5,6,7","-7.02077466127676,-4.30192357369343,-1.46961398153293,0.446078480966027,0.504153379470547,5.8693398951368,2.02834602037685","-31.2787930865038,-15.9327865795533,-5.50464325317168,-0.976763859679974,-0.592175563368659,5.29381452286705,0.967179790679593","0.000893133348974547,0.0135424839756946,0.230014257802888,1.56217406265249,1.65558327617038,354.015215956075,7.60150322408639",
86,21600575,21603514,35708202,positive,0,uniform,1.28137621221443,FALSE,FALSE,0,140,,,,,,"1,2,3,4,5,6,7","NA,NA,NA,NA,NA,NA,NA","NA,NA,NA,NA,NA,NA,NA","NA,NA,NA,NA,NA,NA,NA",No se generaron eventos nuevos con las probabilidades dinámicas
87,21604344,21604348,36718500,positive,2670,increase,1.28586561804272,TRUE,TRUE,0,4271,2670,0,2284147.15592541,370587.157373233,8044.6670527548,"1,2,3,4,5,6,7","1.49933122999127,3.88974832860346,5.70455194612586,6.8710239079458,12.6395540760146,14.6415032767217,4.80124110322835","-23.4235444896568,-17.5133370311574,-15.3783357942634,-14.1465638641955,-8.36714830446656,-6.36669914944614,-16.2432828658767","4.47869285310117,48.8985786014554,300.230930276634,963.935041443885,308523.741125926,2284147.15592541,121.661318112433",
88,21600975,21603929,35909508,positive,710,decrease,2.2937898945745,TRUE,TRUE,0,50,710,3,3.88641012258793,3.28998696145646,9604.94652795542,"1,2,3,4,5,6,7","1.35748588388052,1.31746132541163,1.23816814920834,1.15602944929152,1.10940024638087,1.07703341687953,1.03478138823792","-0.839980879545155,-0.446025428926983,-0.124428341874145,0.0985904200141623,0.185904039479749,0.0996535486231432,-0.246295455838791","3.88641012258793,3.73393010126496,3.44928909092472,3.17729259612412,3.03253907263383,2.9359568591066,2.81449088755306",
89,21600493,21604571,35708208,positive,11670,plateau,1.42723123853405,TRUE,TRUE,0,456,11670,3,55.4635185747956,10.4073101445241,94688.3451285338,"1,2,3,4,5,6,7","1.38709702208421,2.16795305857,0.235517922988046,-0.0559996255965043,4.01572548164427,0.520015963725038,-0.286472448455289","-2.7718468457839,1.18664402134767,-0.768831506874413,-0.851068852415835,3.4508964191111,0.133019251696493,-1.02252536597513","4.00321193273136,8.7403746822394,1.26556406374353,0.94553948990362,55.4635185747956,1.68205450134012,0.750907766915004",
90,21600083,21600493,35204948,positive,3326,inverse_plateau,2.01203942417464,TRUE,TRUE,0,441,3326,3,93.158002845662,14.5771613099243,34449.3142675693,"1,2,3,4,5,6,7","0.315130255871679,1.39560686385796,-0.76136699593322,-0.502369619306111,0.803289347212429,4.53429700689092,-1.77627035394955","-3.43062437804933,0.406865833904483,-2.66540023583244,-1.78457913826411,0.139178660882664,4.10976103605938,-4.29910264782898","1.37043780690279,4.03742399602621,0.467027565665998,0.605095114471216,2.23287355851334,93.158002845662,0.169268282228248",
91,21601435,21602102,36110015,positive,0,uniform,3.38762998818083,FALSE,FALSE,0,1044,,,,,,"1,2,3,4,5,6,7","NA,NA,NA,NA,NA,NA,NA","NA,NA,NA,NA,NA,NA,NA","NA,NA,NA,NA,NA,NA,NA",No se generaron eventos nuevos con las probabilidades dinámicas
92,21602734,21603896,36110918,positive,847,increase,2.19838315367064,TRUE,TRUE,0,704,847,2,3010.76778129401,437.879157613346,6205.2186665915,"1,2,3,4,5,6,7","-5.2851579210984,-2.66737506804393,-0.636633412906969,-0.201633384835106,3.96789073912227,8.00995040205822,-2.38091465047951","-21.6447999932356,-8.42321509014387,-2.45134328468518,-1.21135043799448,3.47328696508753,6.00003794851421,-3.8744523066859","0.0050662320600522,0.0694342464806695,0.529070591410274,0.817394542252197,52.8728904224237,3010.76778129401,0.0924659647816795",
93,21604415,21604422,43053854,positive,983,decrease,3.90647938503668,TRUE,TRUE,0,517,983,1,54.5503855021715,8.22559516539115,12449.6014106629,"1,2,3,4,5,6,7","-7.5988311880734,-0.583627635347174,3.99912477920501,0.362337254526891,-0.283721247350499,-2.53635735129616,-1.60149664965964","-17.2928745408382,-3.22369729601202,3.19731656008144,-0.507214507192098,-1.11857690175943,-4.52378295167137,-3.45204388745927","0.000501036709016605,0.55787093906722,54.5503855021715,1.4366833882413,0.75297650965171,0.0791542062503231,0.201594575647033",
94,21604571,21604713,36918858,positive,5117,plateau,2.36582082752746,TRUE,TRUE,0,59,5117,0,1.00000719192907,0.999964872710002,49270.6539057224,"1,2,3,4,5,6,7","7.19190320630503e-06,-6.04855749841704e-06,-1.95098962745277e-05,-3.35159161650722e-05,-4.84435376941761e-05,-6.44779380589711e-05,-8.10944237121802e-05","-0.00513815700346652,-0.00455626668393067,-0.00593644443991319,-0.00825907699978739,-0.0109457192783925,-0.0138577758212394,-0.0169502814407412","1.00000719192907,0.999993951460794,0.999980490294042,0.999966484645487,0.999951557635675,0.999935524140599,0.999918908864352",
